# x_(m)           2_0.0000e+00     3_2.5000e-02     4_5.0000e-02     5_7.5000e-02     6_1.0000e-01     7_1.2500e-01     8_1.5000e-01     9_1.7500e-01     10_2.0000e-01    11_2.2500e-01    12_2.5000e-01    13_2.7500e-01    14_3.0000e-01    15_3.2500e-01    16_3.5000e-01    17_3.7500e-01    18_4.0000e-01    19_4.2500e-01    20_4.5000e-01    21_4.7500e-01    22_5.0000e-01    23_5.2500e-01    24_5.5000e-01    25_5.7500e-01    26_6.0000e-01    27_6.2500e-01    28_6.5000e-01    29_6.7500e-01    30_7.0000e-01    31_7.2500e-01    32_7.5000e-01    33_7.7500e-01    34_8.0000e-01    35_8.2500e-01    36_8.5000e-01    37_8.7500e-01    38_9.0000e-01    39_9.2500e-01    40_9.5000e-01    41_9.7500e-01    42_1.0000e+00    
-7.50000000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024540e-05  -2.15024553e-05  -2.15024600e-05  -2.15024804e-05  -2.15025301e-05  -2.15025878e-05  -2.15025863e-05  -2.15021193e-05  -2.15013939e-05  -2.15001681e-05  -2.14997488e-05  -2.15120955e-05  -2.15338248e-05  -2.15484329e-05  -2.15916611e-05  -2.16011710e-05  -2.24802014e-05  -2.29435658e-05  -8.90875460e-06  -4.02439656e-07   1.55280164e-05   1.43572219e-05   2.82037720e-05   2.65415651e-05   6.47427856e-05   8.73082849e-05   1.29646723e-04   1.43607095e-04   1.83795760e-04   2.07206286e-04   1.87546867e-04   2.30580573e-04 
-7.48500000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024540e-05  -2.15024552e-05  -2.15024593e-05  -2.15024767e-05  -2.15025165e-05  -2.15025528e-05  -2.15025109e-05  -2.15019873e-05  -2.15011885e-05  -2.14998139e-05  -2.14991297e-05  -2.15100872e-05  -2.15279050e-05  -2.15349689e-05  -2.15705412e-05  -2.15733376e-05  -2.23364449e-05  -2.27324383e-05  -5.15728415e-06   1.71654045e-05   1.64074538e-05   1.77333738e-05   3.01263841e-05   3.49273160e-05   6.72034776e-05   1.09389353e-04   1.37306910e-04   1.47456925e-04   2.10755085e-04   2.14490372e-04   2.18662056e-04   2.46732478e-04 
-7.47000000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024540e-05  -2.15024551e-05  -2.15024587e-05  -2.15024730e-05  -2.15025030e-05  -2.15025179e-05  -2.15024355e-05  -2.15018553e-05  -2.15009830e-05  -2.14994597e-05  -2.14985107e-05  -2.15080790e-05  -2.15219852e-05  -2.15215053e-05  -2.15494220e-05  -2.15455050e-05  -2.21929310e-05  -2.25217965e-05  -1.69754250e-06   2.07408737e-05   1.72742201e-05   2.10311781e-05   3.20359806e-05   4.30588803e-05   6.96514127e-05   1.05093893e-04   1.45353741e-04   1.51304286e-04   2.03477471e-04   2.50293885e-04   2.60653060e-04   2.85545112e-04 
-7.45500000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024540e-05  -2.15024549e-05  -2.15024581e-05  -2.15024694e-05  -2.15024895e-05  -2.15024829e-05  -2.15023600e-05  -2.15017232e-05  -2.15007776e-05  -2.14991055e-05  -2.14978916e-05  -2.15060707e-05  -2.15160655e-05  -2.15080420e-05  -2.15283034e-05  -2.15176731e-05  -2.20496597e-05  -2.23096235e-05  -1.09271206e-06   2.02149125e-05   1.88689040e-05   2.42505921e-05   3.39325579e-05   5.28770400e-05   7.35736580e-05   1.44126019e-04   1.67643829e-04   1.63490496e-04   2.40115243e-04   3.07596476e-04   2.81352005e-04   3.29276127e-04 
-7.44000000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024539e-05  -2.15024548e-05  -2.15024575e-05  -2.15024657e-05  -2.15024759e-05  -2.15024479e-05  -2.15022846e-05  -2.15015912e-05  -2.15005721e-05  -2.14987513e-05  -2.14972726e-05  -2.15040625e-05  -2.15101459e-05  -2.14945790e-05  -2.15071855e-05  -2.14898419e-05  -2.19066309e-05  -2.19810412e-05  -1.35366349e-06   1.73052948e-05   2.50617040e-05   2.73915730e-05   3.58161128e-05   6.80436759e-05   8.59054136e-05   1.94914318e-04   2.22913060e-04   2.19279231e-04   2.42728900e-04   3.34262970e-04   3.20501513e-04   3.46758572e-04 
-7.42500000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024539e-05  -2.15024547e-05  -2.15024569e-05  -2.15024620e-05  -2.15024624e-05  -2.15024130e-05  -2.15022092e-05  -2.15014591e-05  -2.15003667e-05  -2.14983971e-05  -2.14966536e-05  -2.15020543e-05  -2.15042263e-05  -2.14811164e-05  -2.14860682e-05  -2.14620115e-05  -2.17638448e-05  -1.83374174e-05  -2.71642956e-06   5.09312832e-06   3.54648480e-05   3.04540778e-05   3.76877018e-05   1.11936920e-04   1.31560189e-04   2.30478178e-04   2.07790890e-04   2.42905525e-04   2.43537397e-04   3.37551858e-04   3.81752443e-04   3.89708650e-04 
-7.41000000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024539e-05  -2.15024545e-05  -2.15024563e-05  -2.15024583e-05  -2.15024489e-05  -2.15023780e-05  -2.15021337e-05  -2.15013271e-05  -2.15001612e-05  -2.14980429e-05  -2.14960345e-05  -2.15000461e-05  -2.14983068e-05  -2.14676541e-05  -2.14649516e-05  -2.14341818e-05  -2.16213012e-05  -2.56219206e-06  -9.27728210e-07   3.25035146e-06   3.23162646e-05   3.39929916e-05   3.96356857e-05   9.81634966e-05   1.28429843e-04   2.07613842e-04   2.39467550e-04   2.72376723e-04   3.15463015e-04   3.55419913e-04   3.94384605e-04   4.00734026e-04 
-7.39500000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024539e-05  -2.15024544e-05  -2.15024557e-05  -2.15024546e-05  -2.15024354e-05  -2.15023430e-05  -2.15020583e-05  -2.15011950e-05  -2.14999558e-05  -2.14976887e-05  -2.14954155e-05  -2.14980378e-05  -2.14923873e-05  -2.14541922e-05  -2.14438356e-05  -2.14063529e-05  -2.14790003e-05  -1.46610235e-05   1.04449025e-05   1.03778155e-05   2.34250758e-05   3.83867041e-05   4.38176814e-05   7.23704010e-05   1.17584875e-04   2.03754004e-04   2.63986054e-04   2.69413093e-04   3.02568416e-04   4.00124350e-04   3.99599083e-04   4.27339561e-04 
-7.38000000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024538e-05  -2.15024542e-05  -2.15024551e-05  -2.15024509e-05  -2.15024218e-05  -2.15023081e-05  -2.15019829e-05  -2.15010630e-05  -2.14997503e-05  -2.14973345e-05  -2.14947964e-05  -2.14960296e-05  -2.14864679e-05  -2.14407306e-05  -2.14227202e-05  -2.13785247e-05  -2.13369420e-05  -1.18101647e-05   2.64132916e-05   2.13465129e-05   2.06122187e-05   4.57611377e-05   4.88423138e-05   8.23552544e-05   1.52096981e-04   1.67203425e-04   2.67593328e-04   2.99403899e-04   3.26417108e-04   3.51131585e-04   4.20908271e-04   4.66836600e-04 
-7.36500000e-01  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024537e-05  -2.15024538e-05  -2.15024541e-05  -2.15024545e-05  -2.15024472e-05  -2.15024083e-05  -2.15022731e-05  -2.15019074e-05  -2.15009310e-05  -2.14995448e-05  -2.14969803e-05  -2.14941774e-05  -2.14940214e-05  -2.14805486e-05  -2.14272693e-05  -2.14016055e-05  -2.13506973e-05  -2.11951178e-05  -6.49662944e-07   2.64927269e-05   2.65679220e-05   2.09568247e-05   6.29567388e-05   6.14214816e-05   9.51837296e-05   1.78412341e-04   2.34624044e-04   2.86552527e-04   2.81979132e-04   3.57586523e-04   4.05072811e-04   4.59622638e-04   5.13119813e-04 
