# L (m)  = 0.008
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   1.6000000000e-05   3.9216275272e-03   4.5881971481e+02  -4.1970977433e+04   7.6481078554e-01   1.1176936853e-05   2.7566829394e-07   1.1141644998e-05   2.1691456113e-01   3.0682299205e-05   7.2838944436e-03   8.5605529265e-05   2.3515642264e-15   1.7625559730e-16   2.1625470281e-12   7.4727300417e-10   8.2018264194e-04   1.1878708388e-02   1.6329139464e-11   5.3647536626e-11   2.3765920906e-17   7.6296485530e-01
   4.8000000000e-05   8.5883609606e-03   6.4936891865e+02  -7.1725081469e+04   5.3929346389e-01   2.5192462034e-05   1.8602498875e-06   4.1449893977e-05   1.9783951600e-01   1.0056482308e-04   1.5181626188e-02   9.4030396414e-05   2.0847439412e-14   1.8729211070e-15   7.7399403315e-12   1.6494474278e-09   1.8250812011e-03   2.5846297683e-02   2.2170942951e-10   1.2284233263e-10   6.2208034460e-16   7.5904329489e-01
   8.0000000000e-05   1.2559179947e-02   7.9615737679e+02  -1.0131828155e+05   4.3912100604e-01   3.7160372626e-05   4.8739662281e-06   1.0101863243e-04   1.8160816400e-01   1.7997882779e-04   2.1691604193e-02   7.6329215507e-05   8.3560562585e-14   7.8013101241e-15   1.8850490887e-11   2.4334031683e-09   2.6974863997e-03   3.7733443707e-02   7.8452413249e-10   2.1278925783e-10   3.2534398694e-15   7.5587102164e-01
   1.1200000000e-04   1.6105461250e-02   9.1788523643e+02  -1.2914068522e+05   3.8030496982e-01   4.7869815112e-05   9.0824974891e-06   2.0152595627e-04   1.6708352430e-01   2.6504726100e-04   2.7379894208e-02   6.0039900039e-05   2.3675117169e-13   2.2129198153e-14   3.7133212834e-11   3.1835730984e-09   3.5002365688e-03   4.8349113088e-02   1.7533542222e-09   3.4778652247e-10   1.0388045108e-14   7.5310257732e-01
   1.4400000000e-04   1.9364866852e-02   1.0225314299e+03  -1.5601628645e+05   3.4089021444e-01   5.7946068585e-05   1.4201525255e-05   3.4507808134e-04   1.5370187396e-01   3.6460692257e-04   3.2512328649e-02   4.7939931819e-05   5.8407857148e-13   5.4039566488e-14   6.6502387014e-11   3.9993606519e-09   4.2710893529e-03   5.8084276023e-02   3.0787874698e-09   5.5450709949e-10   2.7268860128e-14   7.5060173577e-01
   1.7600000000e-04   2.2413245175e-02   1.1144339815e+03  -1.8268475383e+05   3.1233699893e-01   6.7983124829e-05   2.0041306436e-05   5.2202154284e-04   1.4116676992e-01   4.8756582914e-04   3.7227065739e-02   3.9124862776e-05   1.3762805378e-12   1.2559735262e-13   1.1555458761e-10   5.0420633300e-09   5.0377672043e-03   6.7144637219e-02   4.6627393811e-09   8.7804157504e-10   6.6779255989e-14   7.4828592914e-01
   2.0800000000e-04   2.5295439964e-02   1.1962943432e+03  -2.0934711213e+05   2.9055900852e-01   7.8594177059e-05   2.6496085186e-05   7.1547305937e-04   1.2932379610e-01   6.3840505535e-04   4.1603197453e-02   3.2596203802e-05   3.2312935045e-12   2.9030075527e-13   2.0264648928e-10   6.6009104601e-09   5.8250055003e-03   7.5644159652e-02   6.4161373318e-09   1.4111609164e-09   1.6250470029e-13   7.4611334579e-01
   2.4000000000e-04   2.8039766206e-02   1.2699453608e+03  -2.3601088465e+05   2.7332938486e-01   9.0403858336e-05   3.3485027686e-05   9.0758795205e-04   1.1808904369e-01   8.1689737809e-04   4.5689595109e-02   2.7626411642e-05   7.7469214193e-12   6.8368791440e-13   3.6882049298e-10   9.2126355671e-09   6.6572924592e-03   8.3642262177e-02   8.2965701786e-09   2.3532087429e-09   4.0574145818e-13   7.4404470256e-01
   2.7200000000e-04   3.0665509123e-02   1.3367069880e+03  -2.6258541771e+05   2.5931961342e-01   1.0401777086e-04   4.0911592006e-05   1.0838086713e-03   1.0741758513e-01   1.0188753114e-03   4.9521345630e-02   2.3721871812e-05   1.9235134259e-11   1.6631903796e-12   7.0877206670e-10   1.3917320418e-08   7.5600641462e-03   9.1166223331e-02   1.0323439949e-08   4.1375269931e-09   1.0530962015e-12   7.4206450087e-01
