# L (m)  = 0.2
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   4.0000000000e-04   3.9340620502e-03   4.7011586724e+02  -4.3938993976e+04   7.4680564029e-01   8.3937402442e-09   3.8318335465e-13   9.8635087168e-09   2.1639042240e-01   3.1718618194e-07   7.5482613099e-03   2.5874820067e-08   7.9110429580e-29   2.1989572857e-33   5.2113374671e-29  -9.1174127401e-26   4.5405026934e-07   1.3337145294e-02   1.2282149959e-20   1.6158441748e-21   9.1197665905e-34   7.6272335688e-01
   1.2000000000e-03   8.4998496134e-03   6.7242615162e+02  -7.0683846590e+04   5.2142767747e-01   1.8722193541e-08   6.5519893643e-12   5.2889228304e-08   1.9711357870e-01   8.9425761649e-07   1.5552650417e-02   7.2762543049e-08  -6.5789391153e-29  -1.7832890868e-32   1.2033034247e-27   1.8561038808e-25   1.0021281765e-06   2.8628793820e-02   4.2040130343e-19   5.8271115372e-21   8.9550701739e-32   7.5870293506e-01
   2.0000000000e-03   1.2375746757e-02   8.3122701805e+02  -9.5417091721e+04   4.2137625869e-01   2.7915414957e-08   4.3709858709e-11   1.5326332894e-07   1.8074911198e-01   2.0096447505e-06   2.2192709991e-02   1.3595597196e-07   8.2907634995e-32   7.9275223024e-33   1.7250988745e-27   1.0395793059e-25   1.4967815159e-06   4.1606710872e-02   3.8494934560e-18   1.8537317568e-20   2.0225861821e-30   7.5544764479e-01
   2.8000000000e-03   1.5826295564e-02   9.6621597002e+02  -1.1635159965e+05   3.6218994774e-01   3.7490002882e-08   1.7752090682e-10   3.5278351763e-07   1.6617973069e-01   4.5532563665e-06   2.8031823482e-02   1.8256977609e-07  -7.7657527396e-31   1.1844716473e-32   1.3922373373e-27   4.8130166101e-26   2.0057637967e-06   5.3178179791e-02   1.9534074721e-17   4.6714808806e-20   2.0183502488e-29   7.5260313276e-01
   3.6000000000e-03   1.8985488774e-02   1.0855092852e+03  -1.3483349385e+05   3.2213869186e-01   5.0555489775e-08   5.1737113387e-10   7.1196588147e-07   1.5283907511e-01   9.9683158883e-06   3.3336451744e-02   1.9666897523e-07  -1.8145761996e-29  -6.6913980403e-32   5.3861522793e-28   1.6942573063e-26   2.6377855810e-06   6.3794007147e-02   6.9356945402e-17   1.0779307175e-19   1.2669394420e-28   7.5001690143e-01
   4.4000000000e-03   2.1929127503e-02   1.1933838828e+03  -1.5183182518e+05   2.9281521545e-01   7.3770151766e-08   1.2666272261e-09   1.3252823457e-06   1.4040636666e-01   1.9986617942e-05   3.8251410062e-02   1.9991450905e-07  -2.2520836271e-30  -3.9511447553e-33   2.4999757044e-28   4.2688084003e-27   3.6167441665e-06   7.3706499157e-02   2.1131411813e-16   3.2860784935e-19   8.5843690731e-28   7.4761051930e-01
   5.2000000000e-03   2.4704749555e-02   1.2924192967e+03  -1.6775396061e+05   2.7020352267e-01   1.1948007010e-07   2.8617139752e-09   2.3439855713e-06   1.2868014916e-01   3.6618944314e-05   4.2864581945e-02   2.0907415691e-07  -6.2205627616e-30  -5.3161566764e-32   5.5669059571e-31   7.4552371638e-28   5.3911709901e-06   8.3072311889e-02   6.3055787623e-16   1.2578318803e-18   6.6388292689e-27   7.4533827272e-01
   6.0000000000e-03   2.7344486102e-02   1.3843023415e+03  -1.8287805067e+05   2.5211666974e-01   2.0913194596e-07   6.2411816848e-09   4.0077256107e-06   1.1752399134e-01   6.2412823740e-05   4.7233264003e-02   2.3149344430e-07   8.0696377063e-31   2.3819574196e-32   6.7591710101e-29   2.4642342717e-28   8.8266228629e-06   9.1995785750e-02   1.9556326359e-15   5.1489862105e-18   5.2544696377e-26   7.4317126364e-01
   6.8000000000e-03   2.9871277691e-02   1.4701882723e+03  -1.9740871380e+05   2.3725229499e-01   3.8067232132e-07   1.3409441520e-08   6.6933965294e-06   1.0684035768e-01   1.0069216764e-04   5.1396371534e-02   2.7262915007e-07   2.0794438980e-29   5.7676675487e-31   7.4194039053e-28   1.1716297590e-27   1.5579672999e-05   1.0054927233e-01   6.3624447171e-15   2.1176980727e-17   4.0918465561e-25   7.4109036774e-01
   7.6000000000e-03   3.2302154078e-02   1.5508800160e+03  -2.1150664738e+05   2.2478354038e-01   7.0256710112e-07   2.8590410551e-08   1.0972052085e-05   9.6557178909e-02   1.5565086561e-04   5.5380606619e-02   3.3756363976e-07   4.3595692415e-28   1.2701330379e-29   9.4775990233e-27   9.5578252177e-27   2.8806017538e-05   1.0878298472e-01   2.1405081819e-14   8.5502601748e-17   3.0839735375e-24   7.3908273087e-01
   8.4000000000e-03   3.4650045085e-02   1.6269199604e+03  -2.2530693592e+05   2.1416066243e-01   1.2966743398e-06   6.0446719348e-08   1.7652641995e-05   8.6621164547e-02   2.3217664782e-04   5.9203732823e-02   4.2940845663e-07   7.5079698618e-27   2.3658930197e-28   1.1495111538e-25   8.4216635108e-26   5.4410938626e-05   1.1672906058e-01   7.2950535615e-14   3.3429374885e-16   2.2120746916e-23   7.3714001652e-01
