# L (m)  = 0.2
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   4.0000000000e-04   3.9050472733e-03   4.6569041274e+02  -4.6847077235e+04   7.5391983999e-01   6.6506050946e-09   2.9013478110e-13   8.3798047075e-09   2.1651292122e-01   2.8198057504e-07   7.4789807358e-03   2.2447334352e-08  -2.3418152935e-32  -8.7490845187e-33   8.4574024234e-29   3.2575476570e-27   4.3807575544e-07   1.3250675301e-02   9.0070057185e-21   1.2113077556e-21   5.0464899242e-34   7.6275666646e-01
   1.2000000000e-03   8.4652157002e-03   6.6209054099e+02  -7.9997088018e+04   5.2958374174e-01   1.4692133941e-08   4.5032523342e-12   4.2479450048e-08   1.9725982157e-01   7.6973941210e-07   1.5468645052e-02   6.0316417397e-08   9.3089803326e-34   8.4436186704e-35   4.3324851153e-29   4.5624371663e-27   9.5212605234e-07   2.8532387193e-02   2.7874860850e-19   3.9269505208e-21   4.1309841574e-32   7.5873730559e-01
   2.0000000000e-03   1.2332379568e-02   8.1389551321e+02  -1.1275758262e+05   4.3036569011e-01   2.1543456650e-08   2.6947899791e-11   1.1462350130e-07   1.8093232874e-01   1.6353264427e-06   2.2088809025e-02   1.0829554954e-07   2.1851367047e-33   2.0425757165e-34   5.2170239824e-29   3.7075754274e-27   1.3831397836e-06   4.1486701330e-02   2.2514522752e-18   1.1179752437e-20   7.6686799791e-31   7.5548889919e-01
   2.8000000000e-03   1.5774209169e-02   9.4055153617e+02  -1.4379553308e+05   3.7208967846e-01   2.8223275635e-08   9.9909815614e-11   2.4242732781e-07   1.6640009639e-01   3.4478737414e-06   2.7908430840e-02   1.4387073779e-07  -7.1263871353e-34  -9.6269427994e-35  -4.9789847802e-29   2.3466633103e-27   1.7801585717e-06   5.3032968815e-02   1.0168517381e-17   2.5766153800e-20   6.5795883976e-30   7.5265286006e-01
   3.6000000000e-03   1.8925623947e-02   1.0502469248e+03  -1.7431199930e+05   3.3297184617e-01   3.6502840278e-08   2.6976415551e-10   4.5042201101e-07   1.5309313541e-01   7.0442287240e-06   3.3195978212e-02   1.5552773405e-07  -2.7328919710e-31  -2.3344038734e-32  -7.2677551187e-28   1.5098096177e-27   2.2103955712e-06   6.3625360815e-02   3.2295605819e-17   5.3062759083e-20   3.5337926657e-29   7.5007562945e-01
   4.4000000000e-03   2.1862782310e-02   1.1474277127e+03  -2.0516151714e+05   3.0456066405e-01   4.9812884458e-08   6.1440899357e-10   7.7913258421e-07   1.4068951661e-01   1.3342144408e-05   3.8097461576e-02   1.5762058197e-07  -5.0021428675e-28  -3.1675816157e-29  -2.2647733924e-27  -1.2301539705e-27   2.7968163831e-06   7.3517377504e-02   8.7140093595e-17   1.3471205521e-19   1.8986270618e-28   7.4767851694e-01
   5.2000000000e-03   2.4633349580e-02   1.2348749950e+03  -2.3655514245e+05   2.8281325823e-01   7.4166322937e-08   1.2944283859e-09   1.2922544532e-06   1.2898763702e-01   2.3326147972e-05   4.2701761354e-02   1.6283380211e-07  -8.3757386035e-27  -3.5564062302e-29  -1.2387075402e-25  -1.3302937630e-26   3.7617369900e-06   8.2866179543e-02   2.2730586870e-16   4.2805538722e-19   1.1915272508e-27   7.4541580488e-01
   6.0000000000e-03   2.7269478734e-02   1.3144925364e+03  -2.6852038440e+05   2.6552546095e-01   1.1958603974e-07   2.6432526110e-09   2.0881794676e-06   1.1785138028e-01   3.8204698246e-05   4.7067293419e-02   1.7661569287e-07  -1.1331260341e-26  -1.8718952266e-28  -2.4348121214e-26  -5.2703097880e-27   5.4979630832e-06   9.1776619898e-02   6.1446037928e-16   1.4884672143e-18   7.7782459158e-27   7.4325861549e-01
   6.8000000000e-03   2.9794088809e-02   1.3876669132e+03  -3.0098938585e+05   2.5138213099e-01   2.0329774173e-07   5.3567183216e-09   3.3224063498e-06   1.0718361375e-01   5.9586849047e-05   5.1234434453e-02   2.0223482697e-07  -4.1772952930e-28   6.6537050866e-29   3.8697634598e-26   5.2701387278e-26   8.7119038453e-06   1.0032219244e-01   1.7651594600e-15   5.3327466598e-18   5.1786424627e-26   7.4118772854e-01
   7.6000000000e-03   3.2224198856e-02   1.4554512254e+03  -3.3383184557e+05   2.3954531806e-01   3.5632551658e-07   1.0902789582e-08   5.2403805277e-06   9.6912220445e-02   8.9637823025e-05   5.5231859398e-02   2.4283158161e-07   6.8762539655e-27   4.6014294873e-29  -1.0721964501e-26   1.0249568001e-25   1.4711996535e-05   1.0855575912e-01   5.3841973686e-15   1.9327679032e-17   3.4781151879e-25   7.3918995956e-01
   8.4000000000e-03   3.4572811234e-02   1.5186636868e+03  -3.6687392029e+05   2.2945447246e-01   6.3581390766e-07   2.2399463228e-08   8.2214143154e-06   8.6982479066e-02   1.3119389797e-04   5.9079910646e-02   3.0144286666e-07  -2.0307381105e-26  -6.2965052448e-28  -4.8823341080e-26   4.7602084886e-26   2.5969254778e-05   1.1651497609e-01   1.7254109889e-14   7.0296149897e-17   2.3504719960e-24   7.3725629120e-01
   9.2000000000e-03   3.6849992033e-02   1.5779376980e+03  -3.9990994474e+05   2.2072146111e-01   1.1471114873e-06   4.6459934309e-08   1.2829839063e-05   7.7353231795e-02   1.8778110576e-04   6.2792295955e-02   3.8059996467e-07  -1.2067114265e-26  -1.4024182610e-28   2.7489132565e-26   1.1041414883e-25   4.7173135035e-05   1.2422425466e-01   5.7367697916e-14   2.5524206842e-16   1.5895031234e-23   7.3538085812e-01
   1.0000000000e-02   3.9063433847e-02   1.6337376997e+03  -4.3271106583e+05   2.1307246612e-01   2.0822755779e-06   9.6934195139e-08   1.9854827100e-05   6.7995995904e-02   2.6342419551e-04   6.6376674205e-02   4.8183308359e-07   4.8495400458e-26   1.2845330569e-27   5.5166734826e-25   3.1572216785e-25   8.7154591425e-05   1.3169366418e-01   1.9535862523e-13   9.2082390051e-16   1.0680880292e-22   7.3356057227e-01
   1.0800000000e-02   4.1218608965e-02   1.6863446134e+03  -4.6503352500e+05   2.0631523564e-01   3.7843422244e-06   2.0205532742e-07   3.0290981205e-05   5.8897082961e-02   3.6206077191e-04   6.9834317816e-02   6.0468051870e-07   3.6672889930e-25   1.1735485502e-26   4.9363520558e-24   2.7678265448e-24   1.6222419518e-04   1.3891428116e-01   6.7180736490e-13   3.2808623574e-15   7.0654917075e-22   7.3179514982e-01
