# L (m)  = 2
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   5.0000000000e-03   1.6674736889e-03   3.0000000000e+02  -1.3145663853e+04   1.1226265468e-03   1.1697417555e+00   5.0112827055e-05   1.4287513937e-29  -3.2082632715e-25   2.3184405907e-01   1.7186971043e-24   3.4992924179e-04   8.2667306475e-11  -2.8666141933e-33   2.5000790385e-32   1.6064535926e-20   1.3122665701e-03   4.4086318157e-04   2.8172129641e-04  -3.9108808706e-34   4.1093487222e-11   1.1399030800e-34   7.6572104768e-01
   1.5000000000e-02   4.9990464744e-03   3.0000000000e+02  -4.3218687236e+04   3.3651576015e-03   1.1652876779e+00   1.5021802945e-04   7.3224012941e-29   2.9060657984e-24   2.2953482655e-01   2.8343046974e-24   1.0489349277e-03   2.4778592220e-10  -3.9343633509e-30  -1.4833358326e-32   5.1965099426e-20   3.9342841090e-03   1.3215258231e-03   8.4447882123e-04  -2.2232498210e-30   1.2318037472e-10   1.0344421031e-33   7.6316573135e-01
   2.5000000000e-02   8.3275656279e-03   3.0000000000e+02  -7.3255222980e+04   5.6042915544e-03   1.1608721976e+00   2.5017473497e-04   1.7282544307e-28   3.6053396238e-25   2.2722863455e-01   4.0263879895e-24   1.7468688540e-03   4.1260809858e-10   1.1404149008e-29  -8.7346327978e-32   9.5918582219e-20   6.5543160929e-03   2.2008699986e-03   1.4063779668e-03   6.5089891931e-30   2.0514158021e-10   2.8971504109e-33   7.6061275716e-01
   3.5000000000e-02   1.1653358562e-02   3.0000000000e+02  -1.0325237102e+05   7.8393683639e-03   1.1564948944e+00   3.4995554041e-04   3.1701203769e-28   8.4141581466e-26   2.2492586243e-01   5.2087058518e-24   2.4435168577e-03   5.7705492103e-10   1.2408285930e-29   6.2621451327e-37   1.4939674947e-19   9.1728943296e-03   3.0786467201e-03   1.9672492456e-03   7.1271988056e-30   2.8695206999e-10   5.7263236256e-33   7.5806187398e-01
   4.5000000000e-02   1.4976752365e-02   3.0000000000e+02  -1.3320729939e+05   1.0069738392e-02   1.1521553491e+00   4.4953347623e-04   5.0083059220e-28  -5.2839663874e-25   2.2262688244e-01   6.3848425122e-24   3.1386681440e-03   7.4104869441e-10  -4.1781663574e-30  -2.0098053456e-37   2.1220477097e-19   1.1790547077e-02   3.9546109322e-03   2.5269258393e-03  -2.2087849448e-30   3.6858720331e-10   9.5433166131e-33   7.5551283093e-01
   5.5000000000e-02   1.8298073742e-02   3.0000000000e+02  -1.6311724339e+05   1.2294762304e-02   1.1478531434e+00   5.4888200010e-04   7.3030422641e-28  -1.0897320501e-24   2.2033205983e-01   7.5645723258e-24   3.8321152634e-03   9.0451296636e-10   7.6636896341e-30   3.8540435640e-37   2.8369188805e-19   1.4407799021e-02   4.8285214621e-03   3.0852435779e-03   4.6389037356e-30   4.5002272918e-10   1.4370195381e-32   7.5296537743e-01
   6.5000000000e-02   2.1617648959e-02   3.0000000000e+02  -1.9297950485e+05   1.4513810971e-02   1.1435878601e+00   6.4797499053e-04   1.0021564815e-27   5.1330778668e-25   2.1804175287e-01   8.7286857789e-24   4.5236540893e-03   1.0673725494e-09   1.3378176588e-29   6.6304052657e-37   3.6271110171e-19   1.7025171253e-02   5.7001409714e-03   3.6420409193e-03   8.0613114454e-30   5.3123478336e-10   2.0228103625e-32   7.5041926324e-01
   7.5000000000e-02   2.4935803796e-02   3.0000000000e+02  -2.2279145136e+05   1.6726265371e-02   1.1393590832e+00   7.4678674058e-04   1.3171693860e-27  -3.7792043233e-25   2.1575631297e-01   9.8673780205e-24   5.2130837944e-03   1.2295535417e-09  -1.1962250555e-29  -5.7760382364e-37   4.4808953537e-19   1.9643181261e-02   6.5692359072e-03   4.1971589285e-03  -6.0820054326e-30   6.1219988518e-10   2.7137552685e-32   7.4787423848e-01
   8.5000000000e-02   2.8252863507e-02   3.0000000000e+02  -2.5255051559e+05   1.8931516493e-02   1.1351663981e+00   8.4529195179e-04   1.6983955980e-27   1.0894119492e-24   2.1347608473e-01   1.0990052239e-23   5.9002068283e-03   1.3909833470e-09  -2.2443098311e-29  -1.0678230326e-36   5.3888862883e-19   2.2262342924e-02   7.4355764555e-03   4.7504412569e-03  -1.1687028397e-29   6.9289493451e-10   3.5118416762e-32   7.4533005368e-01
   9.5000000000e-02   3.1569152786e-02   3.0000000000e+02  -2.8225419460e+05   2.1128965238e-02   1.1310093922e+00   9.4346572812e-04   2.0271314266e-27   2.0460827341e-25   2.1120140603e-01   1.2099189001e-23   6.5848288942e-03   1.5515906933e-09  -2.1550517862e-29  -1.0261948370e-36   6.3418334620e-19   2.4883166507e-02   8.2989364944e-03   5.3017341215e-03  -1.0821690002e-29   7.7329720869e-10   4.4189855312e-32   7.4278645980e-01
   1.0500000000e-01   3.4884995731e-02   3.0000000000e+02  -3.1190004916e+05   2.3318022330e-02   1.1268876543e+00   1.0412835701e-03   2.5432334455e-27  -9.0100766459e-25   2.0893260807e-01   1.3185001046e-23   7.2667589261e-03   1.7113056501e-09  -2.5325795199e-29  -1.1448179313e-36   7.3317926832e-19   2.7506158667e-02   9.1590935485e-03   5.8508862849e-03  -1.2418666994e-29   8.5338435945e-10   5.4370476402e-32   7.4024320826e-01
   1.1500000000e-01   3.8200715823e-02   3.0000000000e+02  -3.4148570314e+05   2.5498108213e-02   1.1228007754e+00   1.1387213691e-03   2.9783807900e-27   6.1140441697e-25   2.0667001546e-01   1.4270795924e-23   7.9458090655e-03   1.8700596451e-09   4.2010467318e-29   1.9434796380e-36   8.3568128291e-19   3.0131822457e-02   1.0015828744e-02   6.3977490345e-03   2.6444753421e-29   9.3313440997e-10   6.5678090728e-32   7.3770005095e-01
   1.2500000000e-01   4.1516635903e-02   3.0000000000e+02  -3.7100884289e+05   2.7668652968e-02   1.1187483485e+00   1.2357554016e-03   3.5084509555e-27   1.2396158875e-24   2.0441394628e-01   1.5310710783e-23   8.6217946391e-03   2.0277854793e-09  -1.9522068502e-29  -8.7539883260e-37   9.4068917204e-19   3.2760657343e-02   1.0868926764e-02   6.9421761627e-03  -7.7170461308e-30   1.0125257518e-09   7.8129874295e-32   7.3515674024e-01
   1.3500000000e-01   4.4833078155e-02   3.0000000000e+02  -4.0046721666e+05   2.9829096214e-02   1.1147299686e+00   1.3323623240e-03   4.0667829676e-27  -8.1267947624e-25   2.0216471213e-01   1.6340535989e-23   9.2945341354e-03   2.1844173419e-09  -4.5916607216e-29  -2.0273518995e-36   1.0480586244e-18   3.5393159210e-02   1.1718175808e-02   7.4840239463e-03  -2.1771597246e-29   1.0915371420e-09   9.1742275129e-32   7.3261302904e-01
   1.4500000000e-01   4.8150364091e-02   3.0000000000e+02  -4.2985863402e+05   3.1978887022e-02   1.1107452332e+00   1.4285191666e-03   4.6725222704e-27   9.7984423210e-25   1.9992261821e-01   1.7370227100e-23   9.9638491824e-03   2.3398908231e-09  -4.1045064360e-30  -2.3578891672e-37   1.1576972738e-18   3.8029820390e-02   1.2563367546e-02   8.0231511269e-03   3.0475852136e-30   1.1701477002e-09   1.0653107703e-31   7.3006867072e-01
