# L (m)  = 4
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   1.0000000000e-02   1.8219506462e-03   3.0000000000e+02  -9.3702209309e+03   4.5219166779e-04   1.1699816119e+00   2.2469202512e-05   1.3040755381e-30  -4.6442277250e-25   2.3227104152e-01   3.1047958731e-25   1.3103255320e-04   1.0396205868e-11   8.5701708190e-31  -3.7750255976e-32   2.5684592523e-21   1.6742029305e-03   1.8664605033e-04   1.1204386174e-04   5.0144416473e-31   1.7530385043e-11   3.4929674281e-35   7.6560256385e-01
   3.0000000000e-02   5.4691167794e-03   3.0000000000e+02  -3.1945168844e+04   1.3572477620e-03   1.1659938410e+00   6.7441074947e-05   4.1102042109e-30   1.9220571668e-26   2.3081191099e-01   4.3984737707e-25   3.9329244354e-04   3.1203899550e-11  -3.2368403139e-30   2.4089566674e-31   9.2537819730e-21   5.0256537369e-03   5.6021600440e-04   3.3629823913e-04  -1.8817850748e-30   5.2617221608e-11  -1.0664519725e-34   7.6280518743e-01
   5.0000000000e-02   9.1196727948e-03   3.0000000000e+02  -5.4538540758e+04   2.2627344160e-03   1.1620297605e+00   1.1243445548e-04   7.5676340536e-30  -2.2305254184e-25   2.2935170097e-01   5.5694908242e-25   6.5567661481e-04   5.2020942205e-11  -1.6943358778e-29   6.0177681608e-31   1.8355548301e-20   8.3803535083e-03   9.3396416978e-04   5.6065917588e-04  -9.6600083070e-30   8.7720706130e-11  -4.0331661045e-34   7.6000521097e-01
   7.0000000000e-02   1.2773744491e-02   3.0000000000e+02  -7.7149419062e+04   3.1684105772e-03   1.1580892052e+00   1.5743744142e-04   2.1992558316e-29  -9.7498531572e-25   2.2789054461e-01   6.9753422165e-25   9.1811489788e-04   7.2841429037e-11   2.1440831548e-29  -9.2899000493e-31   2.7519507568e-20   1.1738506648e-02   1.3077913760e-03   7.8506686191e-04   1.2274539954e-29   1.2283146467e-10   1.0731477581e-33   7.5720253798e-01
   9.0000000000e-02   1.6431459618e-02   3.0000000000e+02  -9.9776904455e+04   4.0740366775e-03   1.1541720086e+00   2.0243820333e-04   2.8846963751e-29   1.1358220404e-25   2.2642857358e-01   8.4853529007e-25   1.1805375556e-03   9.3659491549e-11   6.4467061847e-31  -3.8862618882e-33   4.3293966389e-20   1.5100319023e-02   1.6815990631e-03   1.0094618554e-03  -1.0248110982e-30   1.5794018099e-10   5.0955361725e-34   7.5439707047e-01
   1.1000000000e-01   2.0092947811e-02   3.0000000000e+02  -1.2242011585e+05   4.9793746600e-03   1.1502780026e+00   2.4742498636e-04   4.1854343245e-29  -3.4062151442e-26   2.2496591811e-01   9.9989357512e-25   1.4428752912e-03   1.1446929871e-10  -8.3679616572e-30  -4.2771096950e-32   6.1194113862e-20   1.8465997900e-02   2.0552892927e-03   1.2337850897e-03  -1.4969851999e-30   1.9303759766e-10   7.6545251951e-34   7.5158870903e-01
   1.3000000000e-01   2.3758340545e-02   3.0000000000e+02  -1.4507819025e+05   5.8841880057e-03   1.1464070182e+00   2.9238611140e-04   6.4390497652e-29  -9.1953550041e-27   2.2350270696e-01   1.1575844172e-24   1.7050592562e-03   1.3526505790e-10   5.9602803173e-30   2.8110411555e-37   8.1928815706e-20   2.1835751877e-02   2.4287647583e-03   1.4579778798e-03   3.9409165402e-30   2.2811451710e-10   1.0780817897e-33   7.4877735280e-01
   1.5000000000e-01   2.7427771071e-02   3.0000000000e+02  -1.6775028273e+05   6.7882417587e-03   1.1425588851e+00   3.3730997631e-04   7.2281099546e-29  -4.8591409344e-25   2.2203906741e-01   1.2948088438e-24   1.9670210579e-03   1.5604101592e-10  -8.1396742869e-30  -3.5050830854e-37   1.0482154906e-19   2.5209790824e-02   2.8019287956e-03   1.6819819289e-03  -1.2583635954e-30   2.6316180259e-10   1.4449647579e-33   7.4596289959e-01
   1.7000000000e-01   3.1101374367e-02   3.0000000000e+02  -1.9043556628e+05   7.6913025515e-03   1.1387334321e+00   3.8218505706e-04   9.9511568509e-29   5.2314720276e-25   2.2057512530e-01   1.4501478562e-24   2.2286927678e-03   1.7679146010e-10  -5.4515934768e-30  -8.0476675070e-37   1.3197803012e-19   2.8588325818e-02   3.1746853921e-03   1.9057393345e-03   2.2619658502e-30   2.9817037931e-10   1.8681876481e-33   7.4314524586e-01
   1.9000000000e-01   3.4779287086e-02   3.0000000000e+02  -2.1313323171e+05   8.5931386269e-03   1.1349304870e+00   4.2699990874e-04   1.2099588384e-28  -8.9302261081e-25   2.1911100496e-01   1.5855379743e-24   2.4900069274e-03   1.9751071904e-10  -1.8085460967e-30   1.7742434683e-37   1.6093494473e-19   3.1971569086e-02   3.5469391965e-03   2.1291925942e-03  -4.8312747678e-30   3.3313123519e-10   2.3486712434e-33   7.4032428680e-01
   2.1000000000e-01   3.8461647504e-02   3.0000000000e+02  -2.3584248764e+05   9.4935198613e-03   1.1311498767e+00   4.7174316662e-04   1.4392408304e-28   2.7637224489e-25   2.1764682925e-01   1.7496620302e-24   2.7508965560e-03   2.1819316374e-10   4.9666756579e-29   2.3512081729e-36   1.9295723823e-19   3.5359733950e-02   3.9185955271e-03   2.3522846115e-03   1.9720994856e-29   3.6803542187e-10   2.8871939334e-33   7.3749991636e-01
   2.3000000000e-01   4.2148595470e-02   3.0000000000e+02  -2.5856256030e+05   1.0392217785e-02   1.1273914278e+00   5.1640354709e-04   1.7188404462e-28  -1.8444273632e-24   2.1618271954e-01   1.8722390497e-24   3.0112951567e-03   2.3883320832e-10   1.4615871105e-29   1.4540905714e-36   2.2489791576e-19   3.8753034763e-02   4.2895603804e-03   2.5749587007e-03   1.2528263509e-29   4.0287405551e-10   3.4839850333e-33   7.3467202727e-01
   2.5000000000e-01   4.5840272360e-02   3.0000000000e+02  -2.8129269348e+05   1.1289005601e-02   1.1236549657e+00   5.6096984855e-04   2.0160449825e-28  -4.0141562175e-25   2.1471879575e-01   1.9849703231e-24   3.2711367220e-03   2.5942531095e-10  -1.0431085580e-29  -1.3832941004e-37   2.5831703500e-19   4.2151686863e-02   4.6597404386e-03   2.7971585922e-03  -4.3374626747e-30   4.3763831759e-10   4.1417675955e-33   7.3184051110e-01
   2.7000000000e-01   4.9536821028e-02   3.0000000000e+02  -3.0403214845e+05   1.2183658207e-02   1.1199403158e+00   6.0543095226e-04   2.3653984989e-28  -5.0271531378e-26   2.1325517626e-01   2.1116834316e-24   3.5303557405e-03   2.7996397461e-10  -1.4681688124e-29  -5.9949805623e-37   2.9552623927e-19   4.5555906514e-02   5.0290430774e-03   3.0188284369e-03  -7.9761094773e-30   4.7231945567e-10   4.8593785191e-33   7.2900525827e-01
   2.9000000000e-01   5.3238385762e-02   3.0000000000e+02  -3.2678020383e+05   1.3075952208e-02   1.1162473026e+00   6.4977582315e-04   2.7397006340e-28  -6.5653632039e-25   2.1179197802e-01   2.2457392329e-24   3.7888872015e-03   3.0044374788e-10   2.3661197440e-29   3.0009880396e-36   3.3491038502e-19   4.8965910859e-02   5.3973763722e-03   3.2399128108e-03   3.5241712626e-30   5.0690878408e-10   5.6380562417e-33   7.2616615812e-01
   3.1000000000e-01   5.6945112240e-02   3.0000000000e+02  -3.4953615554e+05   1.3965665936e-02   1.1125757505e+00   6.9399351057e-04   2.9685388431e-28  -2.5067599589e-25   2.1032931643e-01   2.3664374154e-24   4.0466666005e-03   3.2085922564e-10  -1.3467218506e-29  -9.8406524508e-37   3.7567171716e-19   5.2381917870e-02   5.7646491053e-03   3.4603567193e-03  -1.3967483716e-30   5.4139768460e-10   6.4786369576e-33   7.2332309891e-01
