# x_(m)           2_0.0            3_0.025          4_0.05           5_0.075000000000000016_0.1            7_0.125          8_0.150000000000000029_0.1750000000000000210_0.2           11_0.225         12_0.25          13_0.275         14_0.3000000000000000415_0.325         16_0.3500000000000000317_0.375         18_0.4           19_0.4250000000000000420_0.45          21_0.4750000000000000322_0.5           23_0.525         24_0.55          25_0.575000000000000126_0.600000000000000127_0.625         28_0.65          29_0.675         30_0.700000000000000131_0.725000000000000132_0.75          33_0.775         34_0.8           35_0.825000000000000136_0.850000000000000137_0.875         38_0.9           39_0.925         40_0.950000000000000141_0.975000000000000142_1.0           
8.333333333333333218e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.009741958682895111e-28 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874575879038312186e-13 1.797869621145718087e-12 3.396768711335771095e-12 4.324442332748388840e-12 1.721423748994370815e-12 4.569855834180384956e-12 1.177980089375379851e-12 6.388489185181717594e-13 9.592749416184307239e-13
2.500000000000000139e-02 2.726303288443816800e-27 2.268950765677986288e-20 1.429063762265284798e-20 8.080575361389801192e-11 3.213827830028467583e-11 3.687769638780854140e-11 7.470759783203273967e-12 1.044752022058207926e-11 2.280525073842757523e-11 1.762218627596380024e-11 1.649900686670652300e-11 3.204836680362820729e-12 6.442341524133533421e-12 4.477551979234717995e-12 3.153486258246569828e-12 4.311535435145531174e-12 2.427077559109820051e-12 3.211568057197538729e-12 2.947669214891974141e-12 3.617850266837479191e-12 2.491173668903933217e-12 2.716779610138131002e-12 2.493237755782225430e-12 1.718380503588380462e-12 2.136301072528332540e-12 1.783687037711517466e-12 2.166913029140952007e-12 2.351252815009655589e-12 2.041067657790107272e-12 2.635174808653980848e-12 1.919216302773959332e-12 1.082262837389890363e-12 2.975286834538035186e-12 2.547517299965304549e-12 2.030007240446460732e-12 1.748572838795536609e-12 2.033591409172329165e-12 1.391582821476384295e-12 2.127465486516842771e-12 1.906439723075079978e-12
4.166666666666666435e-02 -2.003328046026863900e-25 1.118787627872112212e-21 3.068781265200058982e-20 1.547205939519742720e-11 1.293623117111667861e-11 1.476740960557888587e-11 4.815441535446553216e-12 5.702520892375123041e-11 4.546953313798879732e-11 5.713713882557002231e-12 1.096374461682448220e-11 7.462037791734940083e-12 1.689403465265166995e-11 1.256592493983753028e-11 1.581261782619235468e-11 5.262218126263827666e-12 1.218642000832843901e-11 1.028248419718362937e-11 1.291253466669077121e-11 2.152911728215191737e-11 1.618171026440679739e-11 1.036099106725685405e-11 7.612345816990379013e-12 7.357984898317788594e-12 6.397480328165878400e-12 5.095834925781247979e-12 4.309853970212474636e-12 3.254700067979618680e-12 3.040616385842666860e-12 2.777823156311533651e-12 1.720990331115234497e-12 2.729643942269858566e-12 2.505659472943406600e-12 2.756018209972888489e-12 1.708324891100383718e-12 1.491029085581517175e-12 1.463995056081767696e-12 1.231401845910656584e-12 1.384884053911832807e-12 1.258245024889989594e-12
5.833333333333333426e-02 -5.816113682013475839e-26 2.488618432422959532e-19 2.885360943702843511e-19 9.702228458739523308e-13 6.631277652652648519e-12 9.818810682254025640e-12 5.791095070800817435e-12 4.764003371107436495e-12 7.139942524630672552e-12 6.957339203293148858e-12 1.192684598813581262e-11 9.180948842042226163e-12 1.087698592046267175e-11 1.872893672909297579e-11 1.705283177379080650e-11 1.690882493010412025e-11 1.763012266096118307e-11 1.318629236628958267e-11 1.991664081932981535e-11 1.409565579252344214e-11 1.508655536176254711e-11 3.365237691097617647e-11 1.150143745217110359e-11 6.622266050089277300e-12 7.046552596014194257e-12 8.932465451244619251e-12 3.749961921006428354e-12 6.493529004678010021e-12 4.347235963237418647e-12 3.602801652059464145e-12 2.692089557896397228e-12 3.109045330829668551e-12 2.227611850328464510e-12 1.615917932650116745e-12 1.308777931632346689e-12 1.367151555528277015e-12 1.798105920496076659e-12 1.285262942364714005e-12 8.584835185110894030e-13 6.829145033077695949e-13
7.499999999999999722e-02 3.332148463653553866e-27 2.236467666634301536e-22 9.477535306524485366e-22 2.500267277745142095e-12 8.965122022847669614e-12 1.593075729267610198e-11 1.115882462011638640e-11 9.310619297380584122e-12 1.358726105176374193e-11 1.974312701603201073e-11 1.289809685991658403e-11 1.725230662210817789e-11 2.152405228116377941e-11 2.445052691547318950e-11 2.641014908386706151e-11 9.376150949327313473e-12 1.182417335591947532e-11 8.366326559969167801e-12 1.040119860911243625e-11 1.456054693314503184e-11 1.303859208096969793e-11 1.577905041559385758e-11 9.794821742409272763e-12 1.027470811744749212e-11 1.159764039477401716e-11 5.499499245982461832e-12 3.542189451126402254e-12 3.384011570351634654e-12 4.472491258251330552e-12 2.780940920926641355e-12 1.451872712973259900e-12 1.829720663215451434e-12 1.268531406083548735e-12 1.104790747771141049e-12 7.940094616542307035e-13 9.309459087379274923e-13 2.759624703626342231e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.166666666666666019e-02 6.310887241768094443e-28 9.807638633044159412e-24 1.322723615401685276e-22 3.727576985029418844e-13 1.395109188664318463e-11 1.687277846274270950e-11 1.595701247660072120e-11 1.251368859953412017e-11 7.967337407920169113e-12 1.622802100568287614e-11 2.153610075217630928e-11 8.643491681920707282e-12 1.342823868317193314e-11 1.695956297855342189e-11 2.265309678685913560e-11 1.513164507438020023e-11 1.691923865018938855e-11 2.140992654914196638e-11 1.573197027389497174e-11 1.919116497347211505e-11 1.403782610589451120e-11 1.406484807948301750e-11 8.113970400183100384e-12 6.793166919437405932e-12 4.737894782316058754e-12 5.656211768282233200e-12 4.686036797118989970e-12 3.577050651769532354e-12 2.156360207128709997e-12 1.335354229113798171e-12 8.358248298713384456e-13 4.917905882175369778e-13 4.739484959853572100e-13 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.083333333333333370e-01 1.514612938024342666e-28 2.154657600058126258e-24 2.622656086701992466e-23 1.907740548255726930e-12 6.455111329812236208e-12 2.388250060241113618e-11 1.117377599673021702e-11 1.848747056753418133e-11 2.194008188193968044e-11 7.224957604053841911e-12 2.068324137199877327e-11 7.006678214630761486e-12 2.212111944198611776e-11 1.146143505646728057e-11 2.024070678294685768e-11 1.791180179257978187e-11 1.667173051918734891e-11 1.249346919521877128e-11 1.298335920394585394e-11 1.260697716782534521e-11 9.945448247845119779e-12 9.347233160325694927e-12 6.724456007923777071e-12 4.663919362618106102e-12 3.139192790946341060e-12 4.412407279108019866e-12 2.837916847773499076e-12 6.377101067638705839e-13 2.900261493786309773e-13 8.117063258949870880e-13 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.250000000000000000e-01 -9.466330862652141665e-29 1.415592454795446144e-24 8.045474832074221473e-24 4.117139169651265066e-12 4.773819397664032666e-12 2.083738578726542434e-11 1.799764883506047907e-11 1.812079227556490991e-11 7.060596859917292753e-12 9.777462032254214210e-12 1.641879110199187675e-11 1.619183687326365340e-11 1.493546595467015557e-11 1.518678767300409318e-11 1.999234319468466889e-11 1.882924678562084732e-11 1.382909200052550035e-11 1.550595955974499101e-11 1.055637639738280280e-11 6.457470376181621612e-12 4.765946594231978671e-12 4.413415874217050156e-12 3.359668830139409350e-12 2.700365029471513107e-12 2.698101482227155800e-12 1.749399731250120608e-12 1.542119148879786425e-12 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.416666666666666630e-01 -6.941975965944903888e-29 1.810374640762067465e-25 3.128919159022122226e-25 2.043027701936814238e-12 1.767035422123905426e-11 1.656469358571121488e-11 2.232263484458462397e-11 4.763703944812974951e-11 1.102163536196904984e-11 1.032348862349517882e-11 1.617977738416516527e-11 1.743952309044265439e-11 1.323169731967831649e-11 1.572031790279980059e-11 1.625531005869966142e-11 1.353396257523751523e-11 1.154687228354878860e-11 1.271290485928651647e-11 8.502126039842613842e-12 5.454040756649319709e-12 4.139944641569914890e-12 5.150773580639027073e-12 1.911895858660788202e-12 7.430647204379274349e-13 4.503465056411650568e-12 6.268744374090661436e-14 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.583333333333333259e-01 -9.150786500563736943e-29 9.246495049889676200e-26 2.658303478413765582e-26 1.188864948651686792e-12 1.310543653932837931e-11 1.962975469841380194e-11 1.862202007131490057e-11 3.218963472004193346e-11 1.797927935395983126e-11 1.475152237567087406e-11 1.430468877244198092e-11 1.645212281753338190e-11 1.779568934223981852e-11 1.318450095153594874e-11 1.173623311216053863e-11 1.161235192503921251e-11 8.469320483122364695e-12 6.779047943675664112e-12 5.877107567547779612e-12 3.568142958799886092e-12 2.674545687939725339e-12 1.188658130930514653e-12 1.401933012536572437e-12 4.329352145176918617e-13 2.585784521689881381e-13 6.283191474467610373e-16 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
