# x_(m)           2_0.0            3_0.025          4_0.05           5_0.075000000000000016_0.1            7_0.125          8_0.150000000000000029_0.1750000000000000210_0.2           11_0.225         12_0.25          13_0.275         14_0.3000000000000000415_0.325         16_0.3500000000000000317_0.375         18_0.4           19_0.4250000000000000420_0.45          21_0.4750000000000000322_0.5           23_0.525         24_0.55          25_0.575000000000000126_0.600000000000000127_0.625         28_0.65          29_0.675         30_0.700000000000000131_0.725000000000000132_0.75          33_0.775         34_0.8           35_0.825000000000000136_0.850000000000000137_0.875         38_0.9           39_0.925         40_0.950000000000000141_0.975000000000000142_1.0           
 8.33333333e-03   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.40210222e-12   9.46778129e-13   2.43740311e-13   6.06253188e-13   2.83396780e-13   2.88648888e-13   4.13151373e-13   3.19105508e-13   2.11363139e-13   1.11066345e-13   1.63569144e-13   3.19160987e-12   1.29483769e-13   9.60791080e-14   6.25678233e-14 
 2.50000000e-02   2.24568621e-06   4.48570424e-06   2.52333813e-06   8.19733139e-05   1.67501491e-05   1.26556704e-05   3.82155415e-06   3.71343788e-06   1.13651557e-06   7.78373217e-07   6.17626301e-07   1.30455396e-07   9.26482123e-08   1.56028178e-07   7.68753831e-08   6.25646911e-09   4.60468149e-09   2.70689056e-09   1.92800201e-09   8.56220855e-10   1.92913279e-10   9.34211420e-11   4.78461552e-11   1.14999615e-10   1.09624216e-10   3.35854231e-11   2.14021926e-11   3.88999304e-12   1.53291343e-12   1.56032048e-13   7.49054935e-13   3.03206008e-14   2.48777635e-08   1.26845460e-09   2.01641364e-10   1.82743161e-10   9.68297097e-11   1.39970439e-11   4.14987997e-11   1.38063627e-11 
 4.16666667e-02   4.02279652e-04   2.52548372e-04   1.42683082e-04   4.09869605e-04   1.57629729e-04   7.21574636e-05   3.85262704e-05   3.13354095e-05   1.90181818e-05   1.34392546e-05   8.25735407e-06   7.31773587e-06   4.78173290e-06   4.22106261e-06   2.41021766e-06   1.54758659e-06   6.86357663e-07   3.62940466e-07   2.01424518e-07   5.07313558e-07   2.65069994e-07   9.89682540e-08   2.81008339e-08   3.58573936e-08   2.73446113e-08   2.68771255e-08   2.16373676e-09   5.97632658e-08   4.90602445e-10   1.39959878e-08   3.80550873e-08   3.52386956e-08   1.55115772e-07   4.83858890e-08   5.73749689e-08   1.50306014e-08   1.08048835e-09   4.45269582e-10   3.64856866e-11   3.14963745e-09 
 5.83333333e-02   9.03517769e-04   5.95043398e-04   4.68536958e-04   4.27554401e-04   2.59920587e-04   1.41651712e-04   1.27612786e-04   8.66038632e-05   8.81259911e-05   7.42715517e-05   7.19333930e-05   4.54188473e-05   3.80098702e-05   3.89097474e-05   2.64432574e-05   1.85846793e-05   1.66028997e-05   1.34452402e-05   7.51205513e-06   5.88014824e-06   3.06840646e-06   2.60458815e-06   1.54822641e-06   1.21112605e-06   9.02897027e-07   3.06828647e-07   6.94286315e-07   3.10976516e-07   1.59774974e-07   3.42175686e-07   2.42991768e-07   2.75256526e-07   2.49446277e-08   7.31736060e-09   4.67206632e-08   1.93575986e-08   7.62352700e-09   4.87656161e-12   1.06478456e-11   2.39318296e-12 
 7.50000000e-02   6.27421987e-05   1.29993737e-07   1.83709188e-07   6.27186335e-07   3.54024347e-07   1.75227020e-07   1.17352402e-07   7.21305928e-08   6.05286102e-08   5.48223757e-08   6.29873065e-08   3.35666465e-08   3.10239327e-08   2.63601793e-08   2.12505497e-08   2.71515600e-08   1.84864193e-08   1.28679533e-08   1.36562828e-08   1.19663102e-08   2.21264954e-08   6.11200618e-09   4.42034074e-09   2.61176452e-09   1.55002790e-09   2.26607455e-09   7.05944928e-10   6.11400059e-09   9.77733475e-10   1.13101527e-09   1.67690880e-09   1.04990856e-09   2.38381030e-10   3.00183844e-10   7.75321297e-11   3.50592433e-11   9.62964205e-18   0.00000000e+00   0.00000000e+00   0.00000000e+00 
 9.16666667e-02   9.50802759e-08   4.16765870e-08   1.45569444e-08   5.35723145e-08   3.17660669e-08   1.90044671e-08   1.81880110e-08   1.95725216e-08   1.11941228e-08   1.26405315e-08   1.63932126e-08   1.15744130e-08   9.75600764e-09   8.51937932e-09   1.02234814e-08   9.73234809e-09   9.02980049e-09   7.33296851e-09   6.78921790e-09   3.19114594e-09   2.15638841e-09   2.04692967e-09   1.51360129e-09   1.44925571e-09   1.31439025e-09   4.44536475e-10   1.00528654e-09   9.33985558e-10   8.66323144e-12   2.19394527e-12   1.92842650e-12   3.92045384e-13   2.19863362e-13   2.97329469e-18   5.74427470e-18   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00 
 1.08333333e-01   4.64829539e-08   7.08392863e-09   3.19442177e-09   1.59513625e-08   1.47474189e-08   8.70474373e-09   9.09294914e-09   1.44810963e-08   1.20186141e-08   1.01462735e-08   7.63689632e-09   8.28859849e-09   4.72641531e-09   5.05351575e-09   4.25671046e-09   5.01041761e-09   3.43763890e-09   2.98078851e-09   3.21548739e-09   1.03207013e-09   6.88762180e-10   7.51640289e-10   3.40330096e-10   2.95212007e-10   3.11035608e-10   5.36252960e-10   4.92000172e-11   7.95066791e-12   3.76933965e-12   3.03057742e-11   1.69982366e-12   1.49490176e-12   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00 
 1.25000000e-01   1.33015943e-08   3.29318814e-09   1.56543947e-09   6.77419451e-09   6.37408112e-09   6.04490605e-09   7.24379442e-09   1.04327906e-08   8.94706763e-09   7.63213476e-09   6.04868812e-09   4.94243264e-09   4.30511852e-09   3.47358361e-09   3.19532740e-09   1.96205978e-09   2.01099683e-09   1.25258965e-09   7.15964402e-10   6.70067443e-10   5.24333601e-10   2.71874706e-10   1.20483692e-10   1.25691576e-10   1.01828327e-10   1.96108175e-11   1.13899746e-11   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00 
 1.41666667e-01   6.98231272e-09   9.07228374e-10   4.22849693e-10   3.41544656e-09   4.40449839e-09   5.06907712e-09   4.81536795e-09   6.51129606e-09   4.63065206e-09   5.13534527e-09   4.52511489e-09   3.26612378e-09   2.14024765e-09   1.65450770e-09   1.72174628e-09   1.28925770e-09   1.14162202e-09   5.27282414e-10   5.13161229e-10   3.52645663e-10   3.36235092e-10   2.42925437e-10   1.31234638e-10   6.53939340e-11   2.23152526e-11   1.01860470e-11   7.55875640e-12   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00 
 1.58333333e-01   4.67386254e-09   5.26849562e-10   2.36245591e-10   2.11333820e-09   2.97770362e-09   3.70106418e-09   2.38974084e-09   3.96812411e-09   2.97085030e-09   2.44199492e-09   2.20723949e-09   1.60760454e-09   1.38277163e-09   1.01563662e-09   8.39363528e-10   5.96907960e-10   5.68038175e-10   3.65269143e-10   2.92779535e-10   2.70391831e-10   1.70468361e-10   1.34000695e-10   6.02281179e-11   2.92400053e-11   8.54022149e-12   1.12921056e-11   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00 
