# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density        007_hr             008_H2              009_H              010_O             011_O2             012_OH            013_H2O            014_HO2            015_CH2         016_CH2(S)            017_CH3            018_CH4             019_CO            020_CO2            021_HCO           022_CH2O          023_CH2OH             024_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   1.2857439382e-03   3.7701567540e+02  -6.0666656399e+04   1.4843870778e-02   9.3580785950e-01   1.7950131891e-08   2.1032727747e-16   1.0096932146e-23   2.5664558350e-14   2.2573289415e-01   3.0761513586e-12   1.5206824340e-03   1.0308409059e-13   4.2634224210e-30   5.2001931671e-36   1.6038591567e-28   7.1333113478e-23   2.3239790767e-15   1.3323188344e-02   3.5029048446e-30   4.4902520470e-25   1.0660402894e-40   7.5134376722e-01
   6.0000000000e-03   4.7341778635e-03   4.8416590407e+02  -1.5777445072e+05   3.6535776723e-02   7.3113278788e-01   5.0376992230e-07   7.1802098138e-16   9.2432184452e-22   2.8730271008e-13   2.1249799998e-01   2.6572363562e-11   4.6210365569e-03   6.2719705228e-13   1.0050403438e-34   1.7095340118e-38   2.1407450116e-28   4.1794909972e-23   6.9370475943e-15   3.1914740167e-02   3.8129731311e-34   7.2955194110e-25   2.6410371932e-40   7.4855245739e-01
   1.0000000000e-02   7.9267838529e-03   5.7561767527e+02  -2.4548947463e+05   5.5680186208e-02   6.1641147286e-01   2.9760865742e-06   1.4235856509e-15   1.2065926026e-20   6.7848720904e-13   1.9975871602e-01   1.4076847586e-10   7.8799042492e-03   1.0762413105e-12   1.0929947220e-36   9.4552480427e-38   2.6129273194e-28   1.7983238480e-23   1.2659502664e-14   4.7800281959e-02   1.3710271648e-33   6.1676709010e-25   3.1988340362e-39   7.4569289713e-01
   1.4000000000e-02   1.0987934004e-02   6.5838105306e+02  -3.2865268258e+05   7.3555033804e-02   5.3990210608e-01   1.0342794524e-05   2.4974520707e-15   7.6612306568e-20   1.1063379179e-12   1.8728861559e-01   5.1544627500e-10   1.1254414930e-02   1.4144098265e-12   2.5522974580e-36   2.2453645856e-37   1.7424125130e-28   4.7003049086e-24   2.3544095305e-14   6.2300618874e-02   2.4835618425e-33   2.5602118538e-25   2.0662260421e-39   7.4280032516e-01
   1.8000000000e-02   1.3967923738e-02   7.3518057318e+02  -4.0912136511e+05   9.0650484025e-02   4.8421554576e-01   3.0656408111e-05   4.9609506514e-15   3.6960631726e-19   1.7848989792e-12   1.7498876269e-01   1.4672954110e-09   1.4721404965e-02   1.9363440129e-12   1.9347573225e-36   1.6574428191e-37   4.3462766905e-29   8.2756635936e-26   5.4954799909e-14   7.5929079060e-02   2.6189875448e-33   3.6775724565e-26   1.3884441942e-38   7.3988718823e-01
   2.2000000000e-02   1.6893220130e-02   8.0747367155e+02  -4.8780011251e+05   1.0721271404e-01   4.4140626074e-01   8.9757634741e-05   1.3089443152e-14   1.6321936836e-18   3.1220049712e-12   1.6280413358e-01   3.6515858545e-09   1.8266490580e-02   3.6565401591e-12   7.6893126278e-37   6.4800762080e-38   6.0659330181e-30   2.6589744486e-26   1.7235637006e-13   8.8946223458e-02   2.3703092665e-32   2.8123849151e-27   7.7241882760e-39   7.3695886860e-01
   2.6000000000e-02   1.9779814201e-02   8.7620329816e+02  -5.6518116051e+05   1.2338492540e-01   4.0720584450e-01   2.8467880599e-04   4.5645985232e-14   7.5939691386e-18   6.2661484128e-12   1.5070041148e-01   8.6214989875e-09   2.1879723972e-02   1.7154973142e-11   1.3831441452e-37   1.1156450818e-38   4.0016014102e-31   6.7360761658e-28   7.0403787259e-13   1.0150520143e-01   8.6003900111e-31   8.7954511438e-29   1.8028502784e-39   7.3401808652e-01
   3.0000000000e-02   2.2638153834e-02   9.4203385502e+02  -6.4157313985e+05   1.3925800643e-01   3.7908630070e-01   1.0131187416e-03   2.0659578834e-13   4.7729704217e-17   1.5529627919e-11   1.3865501228e-01   2.0728053300e-08   2.5553618954e-02   1.0357689137e-10   1.2043627599e-38   9.1821318000e-40   1.0194432751e-32   1.8909916123e-30   3.6459965510e-12   1.1370438747e-01   7.6017497545e-29   1.9524627102e-30   1.9846051718e-40   7.3106648052e-01
   3.4000000000e-02   2.5475375293e-02   1.0054744174e+03  -7.1717988421e+05   1.5489279040e-01   3.5543805215e-01   3.4052361847e-03   1.1966856669e-12   4.5397953260e-16   5.1645422406e-11   1.2665282320e-01   5.4087850424e-08   2.9282138069e-02   4.2618113983e-10   4.5782609715e-40   3.2216206472e-41  -5.2453153092e-36  -1.3188807707e-31   2.3440901666e-11   1.2561065231e-01   6.2947465069e-27   1.4710327750e-28   6.0928908773e-41   7.2810526610e-01
   3.8000000000e-02   2.8296453158e-02   1.0669349783e+03  -7.9213423374e+05   1.7033121624e-01   3.3518139842e-01   9.1367058298e-03   6.9623949064e-12   4.4818985132e-15   2.1125725775e-10   1.1468390751e-01   1.4899069252e-07   3.3060111810e-02   1.1917113300e-09  -5.6609395106e-42  -2.0517150037e-43  -3.0796722468e-36  -1.2133773754e-33   1.5507244510e-10   1.3727110427e-01   3.3126672875e-25   7.6700601689e-27   1.4895019206e-38   7.2513554407e-01
   4.2000000000e-02   3.1104990500e-02   1.1266954234e+03  -8.6651042544e+05   1.8560329239e-01   3.1757975720e-01   2.0692832042e-02   3.4822145100e-11   3.6581454613e-14   8.3856253955e-10   1.0274156591e-01   3.8897775471e-07   3.6883039727e-02   2.6561416320e-09   4.9855776831e-41   2.5405883646e-42  -9.2219666170e-39   6.1512280366e-35   8.9697025223e-10   1.4872025173e-01   1.0968593726e-23   2.3685373532e-25   1.9070072762e-36   7.2215831732e-01
   4.6000000000e-02   3.3903813224e-02   1.1849908915e+03  -9.4032027408e+05   2.0073191060e-01   3.0209884997e-01   4.1979045831e-02   1.4880408556e-10   2.4095828066e-13   2.9117745214e-09   9.0820638610e-02   9.2067228658e-07   4.0747077804e-02   5.1678629251e-09   1.6678819184e-39   1.0278697229e-40  -1.0844261383e-36   4.7035184040e-34   4.4027501167e-09   1.5998482825e-01   2.4748386277e-22   4.9713025364e-24   1.3806579905e-34   7.1917437379e-01
   5.0000000000e-02   3.6695196940e-02   1.2420710554e+03  -1.0134913161e+06   2.1573496969e-01   2.8832972320e-01   7.8553860340e-02   5.5542687603e-10   1.3132976283e-12   8.7799153006e-09   7.8917034922e-02   1.9797393520e-06   4.4648848623e-02   9.0871778496e-09   2.9189273635e-39   4.1982784458e-41   2.6574190137e-35   2.9973459138e-33   1.8617517730e-08   1.7108610189e-01   4.0822869229e-21   7.7240591172e-23   6.4735440894e-33   7.1618435261e-01
   5.4000000000e-02   3.9481016794e-02   1.2982448182e+03  -1.0858218036e+06   2.3062677809e-01   2.7594412773e-01   1.3928736166e-01   1.8588127502e-09   6.1204383715e-12   2.3336161467e-08   6.7027422875e-02   3.9147627878e-06   4.8585283643e-02   1.4671419799e-08   3.2954533421e-37   5.0096403877e-39   8.7378556322e-35   6.7572673196e-34   6.9625878376e-08   1.8204142297e-01   5.2397102196e-20   9.4846425641e-22   2.1645182791e-31   7.1318878929e-01
   5.8000000000e-02   4.2262847600e-02   1.3539386782e+03  -1.1569089855e+06   2.4541900238e-01   2.6466309143e-01   2.4169218744e-01   5.7296246751e-09   2.5203933680e-11   5.5582751326e-08   5.5149040695e-02   7.2058929815e-06   5.2553478427e-02   2.1916721677e-08   3.4064562741e-35   8.3133214556e-37   2.5228161705e-32   3.2008281465e-31   2.3705122785e-07   1.9286528117e-01   5.5483222423e-19   9.7689038160e-21   5.6146214358e-30   7.1018814891e-01
   6.2000000000e-02   4.5042026878e-02   1.4097625684e+03  -1.2260583309e+06   2.6012127810e-01   2.5423537092e-01   4.2905589088e-01   1.6744300766e-08   9.4774520421e-11   1.2017402716e-07   4.3279650594e-02   1.2469883838e-05   5.6550533411e-02   3.0308789688e-08   1.6866027926e-31   7.0475993323e-33   1.9267980967e-28   2.1048441409e-27   7.5816584930e-07   2.0356996978e-01   5.1428627324e-18   8.9727479235e-20   1.2296596374e-28   7.0718285279e-01
   6.6000000000e-02   4.7819673430e-02   1.4665583931e+03  -1.2922043478e+06   2.7474136819e-01   2.4442690814e-01   8.5065126343e-01   4.8068059953e-08   3.3710990544e-10   2.3691887519e-07   3.1417829370e-02   2.0398132633e-05   6.0573344185e-02   3.8341540055e-08   5.0806173648e-27   1.9325786674e-28   2.9194290002e-24   2.5359110685e-23   2.3658570873e-06   2.1416561008e-01   4.4656218909e-17   7.9094757059e-19   2.7299128550e-27   7.0417330127e-01
   7.0000000000e-02   5.0596588518e-02   1.5253930274e+03  -1.3538852808e+06   2.8928394766e-01   2.3502350828e-01   4.6263923857e+00   1.4368724335e-07   1.1891321770e-09   4.1852402006e-07   1.9564612742e-02   3.1355928620e-05   6.4618200399e-02   4.2360772768e-08   2.3867212775e-22   8.2047879490e-24   6.9135253863e-20   4.8226272371e-19   7.6541904863e-06   2.2465794939e-01   4.0247964704e-16   7.5844496381e-18   1.0524796251e-23   7.0115989219e-01
   7.4000000000e-02   5.3371891840e-02   1.5872743633e+03  -1.4092430904e+06   3.0372199235e-01   2.2587045782e-01   5.7091597470e+02   6.9437760575e-07   6.8228009833e-09   7.4779959529e-07   7.7414051006e-03   4.8200414376e-05   6.8671209907e-02   3.5710100834e-08   1.7636667214e-17   5.4895800304e-19   2.3777509968e-15   1.3238121228e-14   4.0274170640e-05   2.3500981389e-01   9.5564044119e-15   2.0743564324e-15   7.3251271602e-19   6.9814302862e-01
   7.8000000000e-02   5.5826016856e-02   1.6045014823e+03  -1.4558089304e+06   3.1265913259e-01   2.2293977689e-01   1.1445380203e+03   6.7564162798e-05   2.9728730610e-07   1.6180663208e-07   2.2462727701e-05   2.3443905487e-05   7.1150571937e-02   2.0894585190e-09   3.4138520803e-13   9.5346606234e-15   6.5858375183e-11   5.2665086409e-10   3.8784331925e-03   2.3756256330e-01   3.8086248110e-11   4.8712191528e-11   1.2989682760e-14   6.9512202700e-01
