# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density        007_hr             008_H2              009_H              010_O             011_O2             012_OH            013_H2O            014_HO2            015_CH2         016_CH2(S)            017_CH3            018_CH4             019_CO            020_CO2            021_HCO           022_CH2O          023_CH2OH             024_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   1.2473752820e-03   3.7266409022e+02  -6.0666656399e+04   1.4191602995e-02   9.4626874112e-01   1.5857276598e+00   3.6426324377e-08   4.7749824121e-16   1.2787169565e-09   2.2547401826e-01   7.4990491436e-10   1.8026401679e-03   3.8160935654e-08   7.2767211902e-22   4.8613292433e-23   2.2388280809e-14   1.7188537796e-11   1.1377300945e-05   1.2377549100e-02   2.2187830405e-20   2.1069792155e-12   2.6284392071e-25   7.5038286263e-01
   6.0000000000e-03   4.7611117027e-03   4.7618201918e+02  -1.5777445072e+05   3.5107867996e-02   7.4238312845e-01   2.2191212156e+01   1.2409830718e-07   2.7047547860e-14   6.9764699119e-09   2.1177201368e-01   5.9749532332e-09   5.4762037604e-03   1.2154446567e-07   1.8760201350e-20   1.4848745004e-21   9.2755884189e-14   5.1765781619e-11   3.2455835130e-05   2.9599084302e-02   5.6107844924e-19   5.1066893305e-12   2.4408572458e-23   7.4773780430e-01
   1.0000000000e-02   8.0327516871e-03   5.6627902393e+02  -2.4548947463e+05   5.3696928595e-02   6.2522101832e-01   1.0888362309e+02   2.4106924995e-07   3.4745170674e-13   1.9316692833e-08   1.9857910067e-01   2.3626683648e-08   9.3343768160e-03   2.2503275266e-07   1.6281269954e-19   1.3717800111e-20   2.2750117739e-13   8.6805138963e-11   5.2898371961e-05   4.4309412338e-02   4.8331210004e-18   7.7985182484e-12   4.5046934076e-22   7.4501974224e-01
   1.4000000000e-02   1.1181463532e-02   6.4892767832e+02  -3.2865268258e+05   7.1139214731e-02   5.4615362198e-01   4.1178593783e+02   3.8042761127e-07   2.7106815331e-12   4.3815585198e-08   1.8566257953e-01   7.5862047889e-08   1.3327338467e-02   3.6120105698e-07   1.0940366667e-18   9.3517958794e-20   4.9993965636e-13   1.2221389955e-10   7.3015706910e-05   5.7738480129e-02   3.1691707646e-17   1.0455790640e-11   5.0988775254e-21   7.4226477047e-01
   1.8000000000e-02   1.4255264045e-02   7.2639334078e+02  -4.0912136511e+05   8.7884636397e-02   4.8825353234e-01   1.3873327957e+03   5.3817995145e-07   1.6153786921e-11   9.2245260615e-08   1.7292129030e-01   2.2011406342e-07   1.7427841369e-02   5.4301177582e-07   6.5051288636e-18   5.4884976441e-19   1.0372707346e-12   1.5817093355e-10   9.2993563581e-05   7.0363263285e-02   1.8311171089e-16   1.3260212274e-11   4.4821363488e-20   7.3948623433e-01
   2.2000000000e-02   1.7279370532e-02   7.9987363088e+02  -4.8780011251e+05   1.0415779873e-01   4.4360807704e-01   4.3149265331e+03   7.1233986878e-07   7.9910925330e-11   1.9188833290e-07   1.6029899349e-01   5.9915238221e-07   2.1618824645e-02   7.7867316108e-07   3.5099871400e-17   2.8712485623e-18   2.0311660345e-12   1.9543167032e-10   1.1304521976e-04   8.2425216528e-02   9.5697466662e-16   1.6438420296e-11   3.2952249672e-19   7.3669018552e-01
   2.6000000000e-02   2.0268996615e-02   8.7014371377e+02  -5.6518116051e+05   1.2008831998e-01   4.0789986318e-01   1.2405151243e+04   9.0351494784e-07   3.3977187171e-10   4.0626343333e-07   1.4776054247e-01   1.5463084834e-06   2.5888296812e-02   1.0643998908e-06   1.7188726941e-16   1.3460249388e-17   3.7379008443e-12   2.3631092483e-10   1.3355059598e-04   9.4065569058e-02   4.5120236505e-15   2.0452878338e-11   2.0824760204e-18   7.3387982731e-01
   3.0000000000e-02   2.3234051737e-02   9.3774582123e+02  -6.4157313985e+05   1.3575707596e-01   3.7854527624e-01   3.2830450660e+04   1.1178181297e-06   1.2706795361e-09   8.7414885423e-07   1.3528279901e-01   3.7712461372e-06   3.0226817958e-02   1.3876666551e-06   7.6679725019e-16   5.6927590864e-17   6.5320910698e-12   2.8734925876e-10   1.5530994882e-04   1.0537383024e-01   1.9226097534e-14   2.6417337689e-11   1.1542770599e-17   7.3105715185e-01
   3.4000000000e-02   2.6181236062e-02   1.0030826086e+03  -7.1717988421e+05   1.5121576724e-01   3.5389058000e-01   8.0444254770e+04   1.3745220151e-06   4.2884423684e-09   1.8762305626e-06   1.2285056850e-01   8.6175646342e-06   3.4625930110e-02   1.7488919068e-06   3.2032293299e-15   2.2370440617e-16   1.1258638115e-11   3.6638865907e-10   1.8004807272e-04   1.1640841454e-01   7.5407198196e-14   3.7095835396e-11   5.8285290876e-17   7.2822364076e-01
   3.8000000000e-02   2.9115059603e-02   1.0664445809e+03  -7.9213423374e+05   1.6649556419e-01   3.3282850362e-01   1.8561821422e+05   1.7230444419e-06   1.3439790245e-08   3.9514922920e-06   1.1045501423e-01   1.8346183096e-05   3.9076830196e-02   2.1787359760e-06   1.3357464961e-14   8.7181480715e-16   2.0534492194e-11   5.2256216272e-10   2.1137567015e-04   1.2720563528e-01   2.8225754617e-13   6.0124005881e-11   2.8776850876e-16   7.2538059832e-01
   4.2000000000e-02   3.2038422510e-02   1.1279330425e+03  -8.6651042544e+05   1.8161055888e-01   3.1461674372e-01   4.1095901884e+05   2.2770536576e-06   4.0106831817e-08   8.0966784572e-06   9.8093449022e-02   3.6421868755e-05   4.3568966533e-02   2.7280262813e-06   6.0868072614e-14   3.6921737944e-15   4.3350799592e-11   9.0280397592e-10   2.5657567818e-04   1.3778273961e-01   1.0601536589e-12   1.2041637619e-10   1.5275716653e-15   7.2252919864e-01
   4.6000000000e-02   3.4952837661e-02   1.1874828312e+03  -9.4032027408e+05   1.9655686710e-01   2.9874227836e-01   8.8081956639e+05   3.2793998960e-06   1.1550766847e-07   1.6039356719e-05   8.5771324126e-02   6.7747539382e-05   4.8087896481e-02   3.4355189014e-06   3.3014591324e-13   1.8524527596e-14   1.1480012388e-10   2.0247945592e-09   3.3000212074e-04   1.4813568910e-01   4.2371154200e-12   3.1574741856e-10   9.5258416858e-15   7.1967036583e-01
   5.0000000000e-02   3.7857812319e-02   1.2448191939e+03  -1.0134913161e+06   2.1130409093e-01   2.8485472139e-01   1.8151879112e+06   5.2215162622e-06   3.2002001356e-07   3.0385063516e-05   7.3510382236e-02   1.1840283321e-04   5.2611272400e-02   4.2811662759e-06   2.2586673766e-12   1.1679516602e-13   4.0274212182e-10   6.1573840098e-09   4.5986639750e-04   1.5822773061e-01   1.9299059476e-11   1.1219253501e-09   7.4108841427e-14   7.1680483710e-01
   5.4000000000e-02   4.0749403150e-02   1.2993281915e+03  -1.0858218036e+06   2.2577770988e-01   2.7274059489e-01   3.5198051120e+06   9.0387953945e-06   8.3683263608e-07   5.3999253641e-05   6.1366440435e-02   1.9370229578e-04   5.7103162374e-02   5.1360914637e-06   2.0084372419e-11   9.5458068523e-13   1.9345917883e-09   2.5969889627e-08   7.0176818693e-04   1.6796374053e-01   1.0925815240e-10   5.4821364297e-09   7.4203047666e-13   7.1393319926e-01
