# L (m)  = 0.0052
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   1.0400000000e-05   3.7764841260e-03   4.4281129419e+02  -3.7347632751e+04   7.9204088300e-01   1.8123468292e-05   7.7934364314e-07   1.5167491081e-05   2.1805297398e-01   5.1920682428e-05   6.8716867379e-03   1.2858880254e-04   2.1758667123e-12   1.5604880241e-13   1.1191223163e-09   4.3156584733e-07   1.7123899513e-03   9.7557525457e-03   1.1903288603e-10   2.7211143244e-08   3.0556292847e-14   7.6339501776e-01
   3.1200000000e-05   8.4310646106e-03   6.1889706240e+02  -6.6884619660e+04   5.6510971821e-01   4.1604258887e-05   3.6941567383e-06   5.2712578463e-05   1.9976859850e-01   1.4745421476e-04   1.4613391702e-02   1.2815278055e-04   1.5946475241e-11   1.3938079022e-12   3.8908677521e-09   9.7048990853e-07   3.8816803132e-03   2.1635838710e-02   1.1522077940e-09   6.3040999731e-08   5.8330689625e-13   7.5972297556e-01
   5.2000000000e-05   1.2401482721e-02   7.5497474828e+02  -9.6251258123e+04   4.6216543501e-01   6.1774377196e-05   8.1128363220e-06   1.1668533278e-04   1.8419381520e-01   2.3499426004e-04   2.1010338744e-02   1.0014393645e-04   5.4878990659e-11   5.0270612993e-12   9.2419794513e-09   1.4361192250e-06   5.7638556211e-03   3.1760224589e-02   3.5904166254e-09   1.0768421680e-07   2.5618739927e-12   7.5675135780e-01
   7.2800000000e-05   1.5954368358e-02   8.6818795585e+02  -1.2391107939e+05   4.0104934467e-01   7.9891544543e-05   1.3569847209e-05   2.1362144184e-04   1.7024539276e-01   3.1421561950e-04   2.6617796621e-02   7.7669269957e-05   1.3736127841e-10   1.2642377399e-11   1.7844026918e-08   1.8667355812e-06   7.4829136305e-03   4.0800620407e-02   7.8008286230e-09   1.7139298181e-07   7.1186449904e-12   7.5414938718e-01
   9.3600000000e-05   1.9224541576e-02   9.6598408711e+02  -1.5030188307e+05   3.5973345349e-01   9.6787836744e-05   1.9687432665e-05   3.4376214348e-04   1.5739455502e-01   3.9595107476e-04   3.1697177882e-02   6.1834525821e-05   2.9874135347e-10   2.7225629458e-11   3.0894703996e-08   2.2942645889e-06   9.1068935273e-03   4.9081011212e-02   1.4308613655e-08   2.6310961313e-07   1.6221422789e-11   7.5180259539e-01
   1.1440000000e-04   2.2287098503e-02   1.0524168624e+03  -1.7596836327e+05   3.2956126517e-01   1.1310987578e-04   2.6219691726e-05   5.0016827800e-04   1.4535262287e-01   4.8969498108e-04   3.6385924271e-02   5.0506181770e-05   6.1183992645e-10   5.4928006412e-11   5.0597964691e-08   2.7572114628e-06   1.0678925009e-02   5.6772186499e-02   2.3983466610e-08   3.9379227444e-07   3.3751462728e-11   7.4962456077e-01
   1.3520000000e-04   2.5187195644e-02   1.1300001122e+03  -2.0118953561e+05   3.0636582115e-01   1.2944918706e-04   3.3020127524e-05   6.7079103274e-04   1.3396553922e-01   6.0058309614e-04   4.0764960914e-02   4.2117232742e-05   1.2215138588e-09   1.0776533740e-10   8.0731407804e-08   3.3117669331e-06   1.2231755931e-02   6.3971442475e-02   3.8286235969e-08   5.8063741125e-07   6.7708330712e-11   7.4758918452e-01
   1.5600000000e-04   2.7953580430e-02   1.2004302284e+03  -2.2596756489e+05   2.8786693729e-01   1.4638750257e-04   3.9986372892e-05   8.4166805090e-04   1.2314297685e-01   7.2975485291e-04   4.4883199504e-02   3.5701368284e-05   2.4186212047e-09   2.0922727947e-10   1.2802607650e-07   4.0437843148e-06   1.3792955223e-02   7.0729732272e-02   5.9725701449e-08   8.5357344713e-07   1.3490286636e-10   7.4564969488e-01
   1.7680000000e-04   3.0605535210e-02   1.2649199096e+03  -2.5022275082e+05   2.7270077143e-01   1.6452696844e-04   4.7020968096e-05   9.9973548760e-04   1.1284030573e-01   8.7533592256e-04   4.8774585793e-02   3.0657830166e-05   4.8043621583e-09   4.0643240446e-10   2.0496789806e-07   5.0866583069e-06   1.5388763580e-02   7.7072961201e-02   9.2766001222e-08   1.2660970698e-06   2.7126845316e-10   7.4380230503e-01
   1.9760000000e-04   3.3156700478e-02   1.3243728854e+03  -2.7381417237e+05   2.5999608852e-01   1.8447793489e-04   5.4005171289e-05   1.1343680764e-03   1.0302951144e-01   1.0330722582e-03   5.2461449237e-02   2.6600045236e-05   9.6517772256e-09   7.9595171840e-10   3.3509261079e-07   6.6504044635e-06   1.7044093228e-02   8.3004879732e-02   1.4546805331e-07   1.9134655512e-06   5.5455363167e-10   7.4201563719e-01
   2.1840000000e-04   3.5617220355e-02   1.3794841178e+03  -2.9655276238e+05   2.4916735329e-01   2.0686641070e-04   6.0795883017e-05   1.2379722981e-03   9.3700589159e-02   1.1968790050e-03   5.5962684799e-02   2.3279310596e-05   1.9700584025e-08   1.5782666940e-09   5.6324751374e-07   9.0734890230e-06   1.8784132813e-02   8.8519649028e-02   2.3235658701e-07   2.9647760054e-06   1.1539889622e-09   7.4029714692e-01
   2.3920000000e-04   3.7994957233e-02   1.4308000311e+03  -3.1821515123e+05   2.3980509459e-01   2.3231129395e-04   6.7223511794e-05   1.3056634475e-03   8.4846889031e-02   1.3591357018e-03   5.9291084280e-02   2.0537759892e-05   4.0904635897e-08   3.1719459525e-09   9.7586714911e-07   1.2911534969e-05   2.0632516649e-02   9.3598788947e-02   3.7929475395e-07   4.7199510893e-06   2.4374595024e-09   7.3862396458e-01
   2.6000000000e-04   4.0296175001e-02   1.4787546136e+03  -3.3855747075e+05   2.3161415386e-01   2.6143778337e-04   7.3103714674e-05   1.3348140761e-03   7.6472043902e-02   1.5111298036e-03   6.2458978262e-02   1.8285074474e-05   8.6282740560e-08   6.4528695799e-09   1.7419951174e-06   1.9090321569e-05   2.2612076009e-02   9.8222383766e-02   6.3163270224e-07   7.7113055061e-06   5.1992674577e-09   7.3700932971e-01
   2.8080000000e-04   4.2525957672e-02   1.5236889972e+03  -3.5732906325e+05   2.2437734197e-01   2.9485118145e-04   7.8238847220e-05   1.3243782262e-03   6.8581163659e-02   1.6432449585e-03   6.5472918315e-02   1.6481766806e-05   1.8431462252e-07   1.3249132651e-08   3.1966732401e-06   2.9158359986e-05   2.4741537534e-02   1.0236381665e-01   1.0667398710e-06   1.2875509763e-05   1.1130584197e-08   7.3543400821e-01
   3.0160000000e-04   4.4688533969e-02   1.5658578048e+03  -3.7428627634e+05   2.1793352259e-01   3.3314214921e-04   8.2430983644e-05   1.2746726637e-03   6.1188263050e-02   1.7453960256e-03   6.8338683435e-02   1.5131506102e-05   3.9674502089e-07   2.7338082562e-08   6.0106609710e-06   4.5698105646e-05   2.7035170021e-02   1.0600148631e-01   1.8103729386e-06   2.1821967168e-05   2.3748206742e-08   7.3391268990e-01
   3.2240000000e-04   4.6787667715e-02   1.6054230545e+03  -3.8920720949e+05   2.1216444776e-01   3.7681651239e-04   8.5480792543e-05   1.1872952639e-03   5.4309690453e-02   1.8073327135e-03   7.1054623752e-02   1.4268196738e-05   8.5374753437e-07   5.6319324545e-08   1.1525947949e-05   7.2954344786e-05   2.9497115186e-02   1.0911292617e-01   3.0490403457e-06   3.7173528711e-05   5.0067498929e-08   7.3242593556e-01
   3.4320000000e-04   4.8827241290e-02   1.6424357287e+03  -4.0190761104e+05   2.0698717844e-01   4.2623392067e-04   8.7199575063e-05   1.0657483561e-03   4.7969602376e-02   1.8196543979e-03   7.3616835548e-02   1.3934351143e-05   1.8141430527e-06   1.1465624176e-07   2.2378548465e-05   1.1773996617e-04   3.2118824591e-02   1.1168811480e-01   5.0153312992e-06   6.2810097315e-05   1.0311932229e-07   7.3098672834e-01
   3.6400000000e-04   5.0812115393e-02   1.6768081098e+03  -4.1225776380e+05   2.0234984759e-01   4.8142724570e-04   8.7405798028e-05   9.1626904102e-04   4.2192907439e-02   1.7752607942e-03   7.6012049553e-02   1.4135965689e-05   3.7401882439e-06   2.2711646514e-07   4.3502030116e-05   1.9057215999e-04   3.4870413981e-02   1.1372421129e-01   7.9026192880e-06   1.0352868633e-04   2.0431507909e-07   7.2957339195e-01
   3.8480000000e-04   5.2749154055e-02   1.7082896527e+03  -4.2020081533e+05   1.9822831593e-01   5.4194667728e-04   8.5940271186e-05   7.4893674726e-04   3.7006246678e-02   1.6719852329e-03   7.8224199714e-02   1.4785642818e-05   7.3197402618e-06   4.2881507386e-07   8.3343156047e-05   3.0684252533e-04   3.7698074848e-02   1.1524055986e-01   1.1679149271e-05   1.6338930176e-04   3.8211571470e-07   7.2819679002e-01
   4.0560000000e-04   5.4647988170e-02   1.7364748009e+03  -4.2577714353e+05   1.9462050644e-01   6.0664154962e-04   8.2680787057e-05   5.7771501378e-04   3.2427913705e-02   1.5151262846e-03   8.0229217224e-02   1.5666297981e-05   1.3286143501e-05   7.5403926865e-07   1.5439760591e-04   4.8746633214e-04   4.0520161596e-02   1.1627262651e-01   1.5872825850e-05   2.4246762956e-04   6.6097912103e-07   7.2683449681e-01
   4.2640000000e-04   5.6520826905e-02   1.7608780689e+03  -4.2916168945e+05   1.9153551958e-01   6.7365745975e-04   7.7604111594e-05   4.1854815051e-04   2.8464205837e-02   1.3188168887e-03   8.2006122987e-02   1.6474275317e-05   2.1920525650e-05   1.2090586275e-06   2.7137456583e-04   7.5835132505e-04   4.3238839629e-02   1.1688359553e-01   1.9565114870e-05   3.3372956686e-04   1.0389127916e-06   7.2549779658e-01
   4.4720000000e-04   5.8380928185e-02   1.7810820845e+03  -4.3070813235e+05   1.8897810564e-01   7.4056283625e-04   7.0859967945e-05   2.8501878792e-04   2.5099934979e-02   1.1037227522e-03   8.3535965738e-02   1.6939154636e-05   3.2445321602e-05   1.7425759392e-06   4.4578301882e-04   1.1480762713e-03   4.5754863350e-02   1.1714958879e-01   2.1780698469e-05   4.2356165044e-04   1.4672152099e-06   7.2416483737e-01
   4.6800000000e-04   6.0240293143e-02   1.7968980349e+03  -4.3096343897e+05   1.8693459356e-01   8.0480617968e-04   6.2835487889e-05   1.8401442362e-04   2.2298879734e-02   8.9169355010e-04   8.4815124173e-02   1.6937817588e-05   4.2921318380e-05   2.2470073120e-06   6.7889869960e-04   1.6842503043e-03   4.7992809931e-02   1.1716033456e-01   2.2044782091e-05   4.9753485405e-04   1.8573882569e-06   7.2284566039e-01
   4.8880000000e-04   6.2107880874e-02   1.8084433179e+03  -4.3060938080e+05   1.8536777037e-01   8.6411503017e-04   5.4113302433e-05   1.1446639525e-04   2.0004347107e-02   6.9977101266e-04   8.5850433597e-02   1.6504950067e-05   5.1006259239e-05   2.6045167186e-06   9.5797860496e-04   2.3894472329e-03   4.9910698639e-02   1.1699615254e-01   2.0584388785e-05   5.4706773260e-04   2.1202479961e-06   7.2151573986e-01
   5.0960000000e-04   6.3989161555e-02   1.8160986133e+03  -4.3033744188e+05   1.8422210609e-01   9.1690226595e-04   4.5346642188e-05   7.0010177617e-05   1.8148477603e-02   5.3730837944e-04   8.6665109760e-02   1.5759882776e-05   5.5076011552e-05   2.7448041717e-06   1.2591439055e-03   3.2783102093e-03   5.1504855999e-02   1.1672877632e-01   1.8049792532e-05   5.7149166838e-04   2.2083130840e-06   7.2018327744e-01
