# L (m)  = 0.005
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   1.0000000000e-05   3.7857381236e-03   4.4250654497e+02  -3.6060012011e+04   7.9251054911e-01   1.9336394847e-05   8.7161538252e-07   1.6036809010e-05   2.1810050033e-01   5.4841258966e-05   6.8651441698e-03   1.3338480732e-04   3.6069454078e-12   2.5805933008e-13   1.7515541819e-09   6.8303638862e-07   1.8549398053e-03   9.5285571807e-03   1.5484037302e-10   4.3833855167e-08   5.4747763815e-14   7.6342632224e-01
   3.0000000000e-05   8.4563814976e-03   6.1817379844e+02  -6.4301636830e+04   5.6564728501e-01   4.4412660929e-05   3.9872348003e-06   5.5254735143e-05   1.9986727322e-01   1.5324471407e-04   1.4606696118e-02   1.3130254804e-04   2.6004700750e-11   2.2711119487e-12   6.0991815278e-09   1.5367633302e-06   4.2069104277e-03   2.1141827091e-02   1.4435110220e-09   1.0153214480e-07   1.0060969481e-12   7.5978676337e-01
   5.0000000000e-05   1.2441500805e-02   7.5392381920e+02  -9.2599285447e+04   4.6265972179e-01   6.5968742048e-05   8.5950891742e-06   1.2097039417e-04   1.8433256813e-01   2.4144136064e-04   2.1005650207e-02   1.0202749672e-04   8.8453633650e-11   8.1006075107e-12   1.4494306444e-08   2.2742263159e-06   6.2474877053e-03   3.1038746244e-02   4.4740606141e-09   1.7288688596e-07   4.3153136674e-12   7.5683475433e-01
   7.0000000000e-05   1.6008326397e-02   8.6690125700e+02  -1.1929591822e+05   4.0147643403e-01   8.5347404277e-05   1.4203624175e-05   2.1916993398e-04   1.7041983402e-01   3.2028126716e-04   2.6617328933e-02   7.8889049728e-05   2.1986200638e-10   2.0235196343e-11   2.8023534385e-08   2.9551399725e-06   8.1103165858e-03   3.9874788091e-02   9.8152036822e-09   2.7388546973e-07   1.1777709579e-11   7.5425587865e-01
   9.0000000000e-05   1.9291877896e-02   9.6455022068e+02  -1.4476485272e+05   3.6008604703e-01   1.0342424706e-04   2.0428372114e-05   3.4962184964e-04   1.5759990035e-01   4.0116438254e-04   3.1702347018e-02   6.2706648464e-05   4.7570188053e-10   4.3353514817e-11   4.8570216242e-08   3.6281310591e-06   9.8681379992e-03   4.7965074247e-02   1.8369041476e-08   4.1836214714e-07   2.6452862659e-11   7.5192376766e-01
   1.1000000000e-04   2.2367333450e-02   1.0509184121e+03  -1.6951627506e+05   3.2983759465e-01   1.2087246162e-04   2.7023193927e-05   5.0520783354e-04   1.4558864036e-01   4.9369599761e-04   3.6398421670e-02   5.1185047365e-05   9.6907633852e-10   8.6991400638e-11   7.9517519559e-08   4.3506511827e-06   1.1566882823e-02   5.5476652301e-02   3.1605611525e-08   6.2300083281e-07   5.4349937830e-11   7.4976562651e-01
   1.3000000000e-04   2.5279917430e-02   1.1285125066e+03  -1.9381517582e+05   3.0656645662e-01   1.3829761298e-04   3.3841377527e-05   6.7395528119e-04   1.3423024445e-01   6.0293752883e-04   4.0785780817e-02   4.2679214582e-05   1.9220308822e-09   1.6951851847e-10   1.2656301806e-07   5.2050072097e-06   1.3240710277e-02   6.2503220252e-02   5.1862559561e-08   9.1340969233e-07   1.0771689561e-10   7.4774273037e-01
   1.5000000000e-04   2.8058433623e-02   1.1990212982e+03  -2.1765463356e+05   2.8799360918e-01   1.5629562348e-04   4.0781002242e-05   8.4212043807e-04   1.2343723417e-01   7.2993780146e-04   4.4913885184e-02   3.6190046161e-05   3.7736147403e-09   3.2626211917e-10   1.9970796133e-07   6.3153329721e-06   1.4918321842e-02   6.9095140162e-02   8.2944099369e-08   1.3333784739e-06   2.1191515281e-10   7.4582144321e-01
   1.7000000000e-04   3.0722196452e-02   1.2636496886e+03  -2.4094960610e+05   2.7275590190e-01   1.7547825554e-04   4.7744093042e-05   9.9682246559e-04   1.1316314651e-01   8.7272467713e-04   4.8815723818e-02   3.1102708119e-05   7.4158263700e-09   6.2679491153e-10   3.1723959442e-07   7.8713615661e-06   1.6626248748e-02   7.5276181824e-02   1.3134828751e-07   1.9599667556e-06   4.2021498776e-10   7.4398524309e-01
