# L (m)  = 0.0056
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   1.1200000000e-05   3.8413895876e-03   4.4861937809e+02  -3.8003324465e+04   7.8188027482e-01   1.6726332558e-05   7.5393775006e-07   1.5162252086e-05   2.1764197871e-01   5.2116474802e-05   7.0147868265e-03   1.2636463881e-04   6.0952645906e-13   4.4323009724e-14   3.1787634944e-10   1.2093838662e-07   1.4922674351e-03   1.0384749525e-02   8.7698295905e-11   7.4655069545e-09   8.3724424168e-15   7.6325686618e-01
   3.3600000000e-05   8.5161000743e-03   6.2945327255e+02  -6.6976786337e+04   5.5580446679e-01   3.8132333873e-05   3.7112205731e-06   5.4010926779e-05   1.9908285574e-01   1.5022982106e-04   1.4801759404e-02   1.2334703813e-04   4.6517063215e-12   4.1095810712e-13   1.1297820939e-09   2.7014304670e-07   3.3607829318e-03   2.2875128802e-02   8.7955920573e-10   1.7313655191e-08   1.6469013676e-13   7.5950785643e-01
   5.6000000000e-05   1.2500429834e-02   7.6870221073e+02  -9.6173975061e+04   4.5412531294e-01   5.6467908532e-05   8.2872314937e-06   1.2245382874e-04   1.8327945751e-01   2.4121292890e-04   2.1227811521e-02   9.5438662535e-05   1.6357225098e-11   1.5113746464e-12   2.7131393979e-09   3.9920056563e-07   4.9827116284e-03   3.3516545766e-02   2.7095950245e-09   3.0040119980e-08   7.3992774378e-13   7.5647107597e-01
   7.8400000000e-05   1.6064246903e-02   8.8426354440e+02  -1.2381706054e+05   3.9399816925e-01   7.2908832174e-05   1.3986823012e-05   2.2825640560e-04   1.6912674024e-01   3.2527271244e-04   2.6855237324e-02   7.3678204176e-05   4.1612644549e-11   3.8604970598e-12   5.2688187913e-09   5.1938444937e-07   6.4669469246e-03   4.3019528579e-02   5.6779677525e-09   4.8722049913e-08   2.1032241748e-12   7.5381497270e-01
   1.0080000000e-04   1.9343942621e-02   9.8385709264e+02  -1.5035631103e+05   3.5345674107e-01   8.8259245386e-05   2.0410641384e-05   3.7150488068e-04   1.5608326282e-01   4.1438936214e-04   3.1947690874e-02   5.8489707959e-05   9.2298873013e-11   8.4823110136e-12   9.1929073888e-09   6.4086914872e-07   7.8739860051e-03   5.1726490050e-02   9.8310093034e-09   7.6170218557e-08   4.9145303280e-12   7.5141667484e-01
   1.2320000000e-04   2.2415061911e-02   1.0716763301e+03  -1.7635678215e+05   3.2391075864e-01   1.0316698659e-04   2.7308413384e-05   5.4370430137e-04   1.4385875178e-01   5.1857919069e-04   3.6643255900e-02   4.7664455824e-05   1.9366554507e-10   1.7550344492e-11   1.5237284377e-08   7.7691310784e-07   9.2431784566e-03   5.9817854663e-02   1.5289030382e-08   1.1611497189e-07   1.0532279490e-11   7.4919372285e-01
   1.4560000000e-04   2.5322693367e-02   1.1503215699e+03  -2.0203974796e+05   3.0123683736e-01   1.1823768438e-04   3.4537602644e-05   7.3067637908e-04   1.3229928612e-01   6.4291084321e-04   4.1022346482e-02   3.9666720637e-05   3.9798867248e-10   3.5483439918e-11   2.4750957896e-08   9.4785627184e-07   1.0605284130e-02   6.7395133542e-02   2.2415606168e-08   1.7485551986e-07   2.1888359910e-11   7.4711264214e-01
   1.6800000000e-04   2.8095387644e-02   1.2215487634e+03  -2.2738598328e+05   2.8318285736e-01   1.3407356971e-04   4.1999455840e-05   9.1662885811e-04   1.2131800599e-01   7.8812862819e-04   4.5133962735e-02   3.3556977873e-05   8.1581816929e-10   7.1392725295e-11   4.0267687461e-08   1.1860783624e-06   1.1987284120e-02   7.4511601273e-02   3.2068983938e-08   2.6396868388e-07   4.5470324637e-11   7.4513134828e-01
   1.9040000000e-04   3.0752312744e-02   1.2866146125e+03  -2.5229849812e+05   2.6840345082e-01   1.5129015879e-04   4.9594649157e-05   1.0874080207e-03   1.1087085156e-01   9.5176203283e-04   4.9011991947e-02   2.8748254904e-05   1.6889705021e-09   1.4465383263e-10   6.6715378586e-08   1.5440878279e-06   1.3415362937e-02   8.1193050003e-02   4.6037590949e-08   4.0505067686e-07   9.5941275751e-11   7.4323976632e-01
   2.1280000000e-04   3.3307147579e-02   1.3464581935e+03  -2.7661733250e+05   2.5603966099e-01   1.7050259791e-04   5.7198252168e-05   1.2320941823e-03   1.0093092309e-01   1.1288616675e-03   5.2680031913e-02   2.4861414634e-05   3.5599482779e-09   2.9740612605e-10   1.1382066672e-07   2.1089751793e-06   1.4915173837e-02   8.7443207497e-02   6.7837584554e-08   6.3827193173e-07   2.0693590253e-10   7.4141232788e-01
   2.3520000000e-04   3.5770216643e-02   1.4018056811e+03  -3.0013342603e+05   2.4551405953e-01   1.9232588635e-04   6.4657380030e-05   1.3433567028e-03   9.1486122127e-02   1.3126273489e-03   5.6158113260e-02   2.1649844578e-05   7.6668258750e-09   6.2253626898e-10   2.0103664699e-07   3.0294206002e-06   1.6512772331e-02   9.3254665452e-02   1.0422268341e-07   1.0385925260e-06   4.5620428685e-10   7.3965121526e-01
   2.5760000000e-04   3.8149650042e-02   1.4532338761e+03  -3.2260270460e+05   2.3642232529e-01   2.1736282992e-04   7.1791947346e-05   1.4168692728e-03   8.2528262151e-02   1.4948435386e-03   5.9461432551e-02   1.8953299930e-05   1.6869689614e-08   1.3264303963e-09   3.6787504313e-07   4.5652098708e-06   1.8233437236e-02   9.8608237506e-02   1.6804286735e-07   1.7470773287e-06   1.0237095594e-09   7.3794005948e-01
   2.8000000000e-04   4.0451995449e-02   1.5012092058e+03  -3.4375898660e+05   2.2847217692e-01   2.4622161081e-04   7.8404869745e-05   1.4505759587e-03   7.4057158533e-02   1.6663808700e-03   6.2604165385e-02   1.6672955090e-05   3.7840602224e-08   2.8702503311e-09   6.9602844604e-07   7.1779736383e-06   2.0101918775e-02   1.0348182367e-01   2.8362393890e-07   3.0317945087e-06   2.3246488552e-09   7.3628733061e-01
   3.0240000000e-04   4.2682549424e-02   1.5461104781e+03  -3.6332555365e+05   2.2144733588e-01   2.7951491097e-04   8.4283771063e-05   1.4438617207e-03   6.6075051186e-02   1.8174231065e-03   6.5595783584e-02   1.4755249464e-05   8.6241462180e-08   6.2871703038e-09   1.3572864665e-06   1.1694094832e-05   2.2140257969e-02   1.0784752335e-01   4.9646829683e-07   5.4037246374e-06   5.3089528266e-09   7.3468061470e-01
   3.2480000000e-04   4.4845574619e-02   1.5882391047e+03  -3.8102619023e+05   2.1518564894e-01   3.1788005381e-04   8.9209998606e-05   1.3971527303e-03   5.8591715209e-02   1.9377552637e-03   6.8444106678e-02   1.3185478128e-05   1.9883134084e-07   1.3886751700e-08   2.7182634505e-06   1.9593254129e-05   2.4367172128e-02   1.1168041474e-01   8.8941101431e-07   9.8282222552e-06   1.2117253753e-08   7.3313003769e-01
   3.4720000000e-04   4.6944553019e-02   1.6278173733e+03  -3.9659757394e+05   2.0956583928e-01   3.6194579551e-04   9.2957939152e-05   1.3117165361e-03   5.1620756954e-02   2.0168453085e-03   7.1150576378e-02   1.1982438929e-05   4.6068948577e-07   3.0762042399e-08   5.5673754425e-06   3.3500181417e-05   2.6793934879e-02   1.1495509697e-01   1.6048948015e-06   1.8073639589e-05   2.7439981130e-08   7.3162304223e-01
   3.6960000000e-04   4.8982624694e-02   1.6649730725e+03  -4.0980469853e+05   2.0449999528e-01   4.1228500170e-04   9.5305235828e-05   1.1900959767e-03   4.5183592510e-02   2.0444037471e-03   7.3713277135e-02   1.1190716096e-05   1.0612950978e-06   6.7753473227e-08   1.1590325843e-05   5.7983576753e-05   2.9421275885e-02   1.1765578714e-01   2.8626408885e-06   3.3176820920e-05   6.1045111446e-08   7.3016786562e-01
   3.9200000000e-04   5.0963377574e-02   1.6997086468e+03  -4.2046015205e+05   1.9993008382e-01   4.6925266727e-04   9.6033614906e-05   1.0369265023e-03   3.9305299796e-02   2.0114147411e-03   7.6121713238e-02   1.0855701765e-05   2.3905890317e-06   1.4627079368e-07   2.4282630585e-05   1.0074125612e-04   3.2231200802e-02   1.1977402896e-01   4.9360211999e-06   5.9758224346e-05   1.3150683484e-07   7.2874900919e-01
   4.1440000000e-04   5.2892053274e-02   1.7318591580e+03  -4.2844687095e+05   1.9582676443e-01   5.3277829327e-04   9.4942893898e-05   8.6037431275e-04   3.4014831981e-02   1.9125704656e-03   7.8360475176e-02   1.0975377769e-05   5.1461040258e-06   3.0310775221e-07   5.0418251261e-05   1.7413625611e-04   3.5180509267e-02   1.2132134984e-01   8.0216193411e-06   1.0343261925e-04   2.6899709561e-07   7.2737134652e-01
   4.3680000000e-04   5.4776912840e-02   1.7610612623e+03  -4.3374604013e+05   1.9218754834e-01   6.0205338364e-04   9.1862852698e-05   6.7325085038e-04   2.9336994044e-02   1.7495868028e-03   8.0405225148e-02   1.1439868627e-05   1.0307583612e-05   5.8733236094e-07   1.0163857477e-04   2.9670863969e-04   3.8192444865e-02   1.2232830063e-01   1.1971597963e-05   1.6821576791e-04   5.1035791333e-07   7.2601702463e-01
   4.5920000000e-04   5.6629953637e-02   1.7867808702e+03  -4.3647785482e+05   1.8902982142e-01   6.7534312230e-04   8.6705088988e-05   4.9253771577e-04   2.5286507406e-02   1.5344512904e-03   8.2230334741e-02   1.2015159057e-05   1.8720120689e-05   1.0361040832e-06   1.9445655221e-04   4.9385381550e-04   4.1160535453e-02   1.2285610746e-01   1.6056383522e-05   2.5201987324e-04   8.7758848685e-07   7.2469032187e-01
   4.8160000000e-04   5.8465948037e-02   1.8084462906e+03  -4.3696033079e+05   1.8637558929e-01   7.4998815603e-04   7.9549002345e-05   3.3555411325e-04   2.1857234283e-02   1.2892293267e-03   8.3810444776e-02   1.2421941560e-05   3.0227850863e-05   1.6291661620e-06   3.4600917619e-04   7.9654843558e-04   4.3962714418e-02   1.2298825426e-01   1.9130607886e-05   3.4366342806e-04   1.3439871714e-06   7.2337418124e-01
   5.0400000000e-04   6.0299685057e-02   1.8256620951e+03  -4.3575753562e+05   1.8423174885e-01   8.2284595151e-04   7.0749456102e-05   2.1392228510e-04   1.9018273489e-02   1.0408399014e-03   8.5133408976e-02   1.2473711205e-05   4.3003586651e-05   2.2597841625e-06   5.6521519180e-04   1.2377164275e-03   4.6491743072e-02   1.2282833819e-01   2.0297885013e-05   4.2638359559e-04   1.8194736051e-06   7.2207258757e-01
   5.2640000000e-04   6.2142945398e-02   1.8383787356e+03  -4.3364893508e+05   1.8257695524e-01   8.9089160711e-04   6.0945680007e-05   1.2957749391e-04   1.6713698880e-02   8.1266956881e-04   8.6200927275e-02   1.2147238278e-05   5.4038245430e-05   2.7703877028e-06   8.4461162381e-04   1.8470599449e-03   4.8677866714e-02   1.2247676597e-01   1.9470908886e-05   4.8668073502e-04   2.1853689749e-06   7.2076581774e-01
