# L (m)  = 1
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   2.0000000000e-03   3.0309875770e+02  -5.2409737028e+04   4.9230618703e-03   1.1579691145e+00   6.7417803753e-06   2.3061795180e-17   2.8722340500e-18   2.2863049426e-01   4.4920069631e-12   2.2366768583e-03   3.1328514526e-08   4.1090602060e-17   2.0623135968e-18   1.5080618194e-07   9.7598870606e-04   2.1483280958e-04   2.4648104220e-03   2.6499698709e-16   4.2730249845e-06   3.9134099874e-21   7.6546600000e-01
   6.0000000000e-03   6.0000000000e-03   3.0911876635e+02  -1.6104433033e+05   1.4757155659e-02   1.1314522784e+00   2.0219042635e-05   1.6964637855e-16   8.6747293597e-18   2.1990105979e-01   1.0350055641e-11   6.7045683726e-03   9.3928983238e-08   2.8745372595e-16   1.3649048623e-17   4.5106079282e-07   2.9304258546e-03   6.4419343387e-04   7.3881748098e-03   1.9101823678e-15   1.2813692081e-05   3.2176046716e-20   7.6239800000e-01
   1.0000000000e-02   1.0000000000e-02   3.1471329490e+02  -2.6967867663e+05   2.4555237434e-02   1.1074715117e+00   3.3677390758e-05   3.9822164024e-16   1.5231659001e-17   2.1120029349e-01   1.3646512245e-11   1.1156108491e-02   1.5702056737e-07   6.4087375536e-16   2.8744775499e-17   7.4754811702e-07   4.8922262810e-03   1.0726393451e-03   1.2292812207e-02   4.3981333087e-15   2.1338212117e-05   8.3344937526e-20   7.5933000000e-01
   1.4000000000e-02   1.4000000000e-02   3.1966406208e+02  -3.7831199958e+05   3.4293557878e-02   1.0865396371e+00   4.7104153955e-05   6.9679432433e-16   2.3301278272e-17   2.0254709960e-01   1.5930387960e-11   1.5580513299e-02   2.2199582717e-07   1.0654022675e-15   4.5056925096e-17   1.0382345601e-06   6.8662464671e-03   1.4995616716e-03   1.7166378753e-02   7.5571326944e-15   2.9835813707e-05   1.5890837930e-19   7.5626200000e-01
   1.8000000000e-02   1.8000000000e-02   3.2376411987e+02  -4.8694204765e+05   4.3948752786e-02   1.0690751423e+00   6.0486572443e-05   1.0644921221e-15   3.2634817674e-17   1.9396007367e-01   1.7618185823e-11   1.9967173085e-02   2.9106709794e-07   1.5466816303e-15   6.1488888556e-17   1.3214376136e-06   8.8572653047e-03   1.9243529976e-03   2.1996740131e-02   1.1329362304e-14   3.8295714977e-05   2.6085295838e-19   7.5319400000e-01
   2.2000000000e-02   2.2000000000e-02   3.2682210888e+02  -5.9556157580e+05   5.3497991276e-02   1.0554290410e+00   7.3811767885e-05   1.4866332980e-15   3.7837061731e-17   1.8545738410e-01   1.8619183008e-11   2.4305719380e-02   3.6730025437e-07   2.0493873861e-15   7.6273226986e-17   1.5958295619e-06   1.0869954354e-02   2.3464080312e-03   2.6772052097e-02   1.5469709618e-14   4.6707123389e-05   3.8552522511e-19   7.5012600000e-01
   2.6000000000e-02   2.6000000000e-02   3.2867829573e+02  -7.0414198309e+05   6.2919118252e-02   1.0458732266e+00   8.7066719652e-05   1.9112838962e-15  -2.8536988101e-18   1.7705665808e-01   1.8787782805e-11   2.8586089410e-02   4.5473903310e-07   2.5214485998e-15   8.7410494441e-17   1.8604834128e-06   1.2908849189e-02   2.7651243540e-03   3.1480837768e-02   1.9555434054e-14   5.5059235537e-05   5.2087074920e-19   7.4705800000e-01
   3.0000000000e-02   3.0000000000e-02   3.2924584407e+02  -8.1258927802e+05   7.2190789645e-02   1.0405083882e+00   1.0023824828e-04   7.9533885719e-16  -4.1890653354e-16   1.6877487337e-01   1.8090039032e-11   3.2798587277e-02   5.5864816264e-07   2.9088235489e-15   9.3398646978e-17   2.1149758273e-06   1.4978322110e-02   3.1799032696e-03   3.6112060850e-02   2.3094803032e-14   6.3341235508e-05   4.4941210955e-19   7.4399000000e-01
   3.4000000000e-02   3.4000000000e-02   3.2855462989e+02  -9.2069560683e+05   8.1292599030e-02   1.0391552752e+00   1.1331300729e-04  -3.4743029213e-14  -3.6549835987e-15   1.6062825671e-01   1.6619258036e-11   3.6933941244e-02   6.8591103977e-07   3.1650638488e-15   9.3474711046e-17   2.3595657355e-06   1.7082556479e-02   3.5901507667e-03   4.0655194012e-02   2.5572272819e-14   7.1542289628e-05  -5.4275645094e-18   7.4092200000e-01
   3.8000000000e-02   3.8000000001e-02   3.2683348891e+02  -1.0280479813e+06   9.0205194379e-02   1.0410943637e+00   1.2627748428e-04  -3.9547585066e-13  -2.2960219448e-14   1.5263219007e-01   1.4378701647e-11   4.0983356567e-02   8.4563106122e-07   3.2065644450e-15   8.5481327541e-17   2.5954716860e-06   1.9225522900e-02   3.9952786085e-03   4.5100281720e-02   2.5596967523e-14   7.9651534825e-05  -7.8330122090e-17   7.3785400000e-01
   4.2000000000e-02   4.2000000004e-02   3.2469438852e+02  -1.1338243302e+06   9.8910383834e-02   1.0444244843e+00   1.3911801216e-04  -2.0043517560e-12  -9.3146654320e-14   1.4480112546e-01   1.0888209896e-11   4.4938563361e-02   1.0499280057e-06   2.7654578057e-15   6.0587025248e-17   2.8252522005e-06   2.1410957464e-02   4.3947055572e-03   4.9437996904e-02   1.8293563495e-14   8.7658055415e-05  -4.7012852125e-16   7.3478600000e-01
   4.6000000000e-02   4.6000000008e-02   3.2352205918e+02  -1.2363602177e+06   1.0739122959e-01   1.0446956869e+00   1.5182079121e-04  -4.2258803915e-12  -1.9486109569e-13   1.3714850933e-01   7.1401481910e-12   4.8791859103e-02   1.3146883062e-06   1.9403979037e-15   2.4581737087e-17   3.0532400461e-06   2.3642342309e-02   4.7878587461e-03   5.3659690947e-02   4.7104347777e-15   9.5550838175e-05  -1.1675438521e-15   7.3171800000e-01
   5.0000000000e-02   5.0000000005e-02   3.2636150825e+02  -1.3321547702e+06   1.1563212903e-01   1.0321514878e+00   1.6437192113e-04  -2.7089412092e-12  -1.5087054899e-13   1.2968671675e-01   9.0368239654e-12   5.2536145380e-02   1.6608389329e-06   2.8727978464e-15   4.6036278948e-17   3.2862214158e-06   2.5922888423e-02   5.1741751772e-03   5.7757436551e-02   1.6654503161e-14   1.0331872967e-04  -9.0098191301e-16   7.2865000000e-01
   5.4000000000e-02   5.4000000001e-02   3.4070267244e+02  -1.4127253183e+06   1.2361888237e-01   9.8542237499e-01   1.7675744101e-04  -4.1150710168e-13  -3.2973650901e-14   1.2242699472e-01   1.8773476798e-11   5.6164958510e-02   2.1172305266e-06   6.7291557021e-15   1.3948172860e-16   3.5345406944e-06   2.8255520666e-02   5.5531032918e-03   6.1724063125e-02   6.3282849561e-14   1.1095045192e-04  -1.7655248417e-16   7.2558200000e-01
   5.8000000000e-02   5.8000000000e-02   3.8612781885e+02  -1.4556735857e+06   1.3133874667e-01   8.6662151403e-01   1.8896338334e-04   5.4202123591e-14   3.6271119458e-14   1.1537942169e-01   5.6932917600e-11   5.9672494039e-02   2.7182441293e-06   1.9300064587e-14   4.5411093107e-16   3.8113269247e-06   3.0642867556e-02   5.9241047029e-03   6.5553184544e-02   2.3752353598e-13   1.1843445992e-04   2.9572750098e-17   7.2251400000e-01
   6.2000000000e-02   6.2000000000e-02   4.6642709198e+02  -1.4546139505e+06   1.3878047493e-01   7.1506661366e-01   2.0097585147e-04   5.4163708276e-13   3.1624915056e-13   1.0855288845e-01   1.9216987280e-10   6.3053624324e-02   3.4920467687e-06   5.7785179385e-14   1.6097565218e-15   4.1282480748e-06   3.3087258204e-02   6.2866558047e-03   6.9239218952e-02   1.0979823131e-12   1.2575792030e-04   3.4858918608e-16   7.1944600000e-01
   6.6000000000e-02   6.6000000000e-02   5.5122077942e+02  -1.4419897192e+06   1.4593433542e-01   6.0308927379e-01   2.1278125440e-04   3.9986828409e-12   2.2947242739e-12   1.0195509502e-01   4.2696393476e-10   6.6303905457e-02   4.4526635499e-06   1.2267043565e-13   3.8070552031e-15   4.4968550663e-06   3.5590720174e-02   6.6402485273e-03   7.2777400182e-02   3.7528572017e-12   1.3289943342e-04   3.0479205549e-15   7.1637800000e-01
   7.0000000000e-02   7.0000000000e-02   6.3123712591e+02  -1.4281927681e+06   1.5279211168e-01   5.2492692816e-01   2.2436707130e-04   1.9704478309e-11   1.4020549483e-11   9.5592559078e-02   7.1496977369e-10   6.9419572163e-02   5.6011187143e-06   2.1133254767e-13   6.9268750124e-15   4.9416903152e-06   3.8154972216e-02   6.9843904095e-03   7.6163782038e-02   1.0246487732e-11   1.3981345586e-04   1.8498881264e-14   7.1331000000e-01
   7.4000000000e-02   7.4000000000e-02   7.0547822778e+02  -1.4146651764e+06   1.5934709018e-01   4.6816540371e-01   2.3572326887e-04   6.9070074029e-11   6.2818311215e-11   8.9470650347e-02   1.0606477640e-09   7.2397527748e-02   6.9076085740e-06   3.4359322538e-13   1.1498904153e-14   5.5131341299e-06   4.0781417762e-02   7.3186035953e-03   7.9395235567e-02   2.4756976442e-11   1.4641975159e-04   7.9866814769e-14   7.1024200000e-01
