# L (m)  = 0.005
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   1.0000000000e-05   3.7679401547e-03   4.4110691336e+02  -3.6401384517e+04   7.9502507018e-01   1.9278422284e-05   8.2533648962e-07   1.5601540414e-05   2.1818611670e-01   5.2928865951e-05   6.8339318439e-03   1.3114357558e-04   4.1055701223e-12   2.9296571195e-13   2.0584846570e-09   7.9990708359e-07   1.8684739577e-03   9.4426258548e-03   1.5442152428e-10   5.1500722548e-08   6.0546103091e-14   7.6344948094e-01
   3.0000000000e-05   8.4306902406e-03   6.1571492128e+02  -6.5273163925e+04   5.6790070281e-01   4.4352787900e-05   3.8057385709e-06   5.3561455188e-05   2.0000025463e-01   1.4853865114e-04   1.4568330711e-02   1.3085267606e-04   2.9502694794e-11   2.5696059533e-12   7.1136211808e-09   1.8025822301e-06   4.2440690583e-03   2.0984932140e-02   1.4490104598e-09   1.1923855959e-07   1.1247393649e-12   7.5981811315e-01
   5.0000000000e-05   1.2409638411e-02   7.5080041593e+02  -9.3993743349e+04   4.6457647519e-01   6.5919085581e-05   8.2435999714e-06   1.1702832890e-04   1.8450521015e-01   2.3497335750e-04   2.0963094160e-02   1.0232227629e-04   1.0035065476e-10   9.1668086672e-12   1.6843676192e-08   2.6686119898e-06   6.3049337379e-03   3.0821903886e-02   4.5405983057e-09   2.0238212301e-07   4.8484929922e-12   7.5687473820e-01
   7.0000000000e-05   1.5971038544e-02   8.6329796983e+02  -1.2102499533e+05   4.0314310588e-01   8.5311220971e-05   1.3671371160e-05   2.1189422095e-04   1.7062851276e-01   3.1236162750e-04   2.6571743911e-02   7.9360351594e-05   2.4937839251e-10   2.2893483340e-11   3.2499023733e-08   3.4675564076e-06   8.1857465690e-03   3.9604398199e-02   1.0090114168e-08   3.1949543391e-07   1.3261895747e-11   7.5430191265e-01
   9.0000000000e-05   1.9249486571e-02   9.6057680998e+02  -1.4676745049e+05   3.6156623040e-01   1.0339674590e-04   1.9715808035e-05   3.3813773851e-04   1.5784376499e-01   3.9145324839e-04   3.1654547701e-02   6.3185894365e-05   5.3867992753e-10   4.8957861783e-11   5.6210485675e-08   4.2555097017e-06   9.9598161464e-03   4.7645554273e-02   1.9155219436e-08   4.8651911110e-07   2.9790962683e-11   7.5197686753e-01
   1.1000000000e-04   2.2320046894e-02   1.0466482630e+03  -1.7174037844e+05   3.3117414042e-01   1.2084055866e-04   2.6133594294e-05   4.8908273761e-04   1.4586630485e-01   4.8159541735e-04   3.6349078454e-02   5.1631509527e-05   1.0944854646e-09   9.7945342369e-11   9.1810774072e-08   5.0980038141e-06   1.1673295468e-02   5.5111223047e-02   3.3440779057e-08   7.2242552555e-07   6.1116363071e-11   7.4982361113e-01
   1.3000000000e-04   2.5227959126e-02   1.1239979519e+03  -1.9622831623e+05   3.0778901130e-01   1.3824077239e-04   3.2777546439e-05   6.5325758889e-04   1.3454045610e-01   5.8784305119e-04   4.0735819494e-02   4.3087982185e-05   2.1637541174e-09   1.9018088998e-10   1.4572966496e-07   6.0883311925e-06   1.3360483836e-02   6.2094899951e-02   5.5610410895e-08   1.0560233022e-06   1.2077791428e-10   7.4780704279e-01
   1.5000000000e-04   2.8002078254e-02   1.1943010288e+03  -2.2023449360e+05   2.8912348539e-01   1.5618489287e-04   3.9544630562e-05   8.1732433582e-04   1.2377742766e-01   7.1134266149e-04   4.4864154858e-02   3.6566237025e-05   4.2320033276e-09   3.6452520261e-10   2.2917523067e-07   7.3665242369e-06   1.5050006100e-02   6.8646566726e-02   8.9916645597e-08   1.5361936907e-06   2.3664860731e-10   7.4589039995e-01
   1.7000000000e-04   3.0661760429e-02   1.2587528973e+03  -2.4368006325e+05   2.7380898712e-01   1.7527822870e-04   4.6336884397e-05   9.6865647093e-04   1.1353083399e-01   8.5026332936e-04   4.8767282913e-02   3.1454894018e-05   8.2790241419e-09   6.9698347079e-10   3.6251737588e-07   9.1457699468e-06   1.6768363799e-02   7.4790310472e-02   1.4351433550e-07   2.2484969271e-06   4.6691030709e-10   7.4406056530e-01
