# L (m)  = 0.04
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h        005_density             006_H2              007_H              008_O             009_O2             010_OH            011_H2O            012_HO2            013_CH2         014_CH2(S)            015_CH3            016_CH4             017_CO            018_CO2            019_HCO           020_CH2O          021_CH2OH             022_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   8.0000000000e-05   4.0073431645e-03   4.7290389691e+02  -4.4345256833e+04   7.4235577780e-01   8.0178345583e-07   1.9159776279e-10   8.0247833052e-07   2.1611301422e-01   1.6504767253e-06   7.6787982714e-03   1.9794555772e-06   1.2515529405e-26   2.6796030397e-28   1.2849102686e-22   1.2525956817e-23   5.0253195996e-05   1.3493438846e-02   6.8097562414e-16   1.1986233524e-15   3.4124760359e-25   7.6265965315e-01
   2.4000000000e-04   8.6349605441e-03   6.7726529941e+02  -7.0915942236e+04   5.1763849120e-01   1.7820804786e-06   3.2635772392e-09   2.8981814013e-06   1.9661108539e-01   5.6530758230e-06   1.5773114472e-02   4.4848728785e-06  -1.8513725297e-27   2.5030319254e-28   2.2597696872e-23   2.3843909782e-23   1.1006748150e-04   2.8884217157e-02   2.2955890935e-14   2.8928947762e-15   2.1891213294e-23   7.5860630573e-01
   4.0000000000e-04   1.2563887196e-02   8.3737896881e+02  -9.5634045297e+04   4.1820644134e-01   2.6329549945e-06   2.1607682574e-08   7.4557528412e-06   1.8004927864e-01   1.4386362332e-05   2.2485162582e-02   6.9196840185e-06   2.7265603776e-27   4.1585331450e-28   1.1604367665e-23   2.8700760374e-23   1.6193926483e-04   4.1946294976e-02   2.0500311429e-13   5.6265847692e-15   2.7955285483e-22   7.5532629786e-01
   5.6000000000e-04   1.6062867808e-02   9.7311417608e+02  -1.1671110400e+05   3.5953746189e-01   3.4314226735e-06   8.1409372219e-08   1.7378223517e-05   1.6529084435e-01   3.3988321756e-05   2.8380826909e-02   8.0820842546e-06   1.3298779652e-26   1.4232879313e-27   1.0912717440e-23   3.5668351950e-23   2.1039138102e-04   5.3591903534e-02   9.2959568070e-13   9.3593518544e-15   1.5539043702e-21   7.5246268685e-01
   7.2000000000e-04   1.9268356193e-02   1.0924784232e+03  -1.3562388715e+05   3.1998453424e-01   4.2853554289e-06   2.1884950698e-07   3.5961037824e-05   1.5175646084e-01   7.3443619600e-05   3.3722965277e-02   8.0037143392e-06   9.8882671431e-26   8.8746067568e-27   2.5565481813e-23   4.5484693132e-23   2.6007230433e-04   6.4271725016e-02   2.8260606398e-12   1.2651913193e-14   4.8983936917e-21   7.4986725153e-01
   8.8000000000e-04   2.2257167635e-02   1.1995536744e+03  -1.5341941526e+05   2.9119075263e-01   5.3946876394e-06   4.7991320469e-07   6.5115593827e-05   1.3912046381e-01   1.4196145650e-04   3.8648612995e-02   7.4852953921e-06   5.2565846944e-25   4.6275494223e-26   6.9042734078e-23   6.4303306939e-23   3.1801390713e-04   7.4230817546e-02   6.7678088070e-12   1.5660876291e-14   1.1567148158e-20   7.4746127147e-01
   1.0400000000e-03   2.5076556360e-02   1.2966984035e+03  -1.7059636861e+05   2.6916798485e-01   7.0778368379e-06   9.1891302996e-07   1.0527173093e-04   1.2718939410e-01   2.4581965239e-04   4.3236532175e-02   6.9512444214e-06   2.3095895828e-24   2.0180939062e-25   1.7613168998e-22   1.0682725320e-22   3.9530531124e-04   8.3610372575e-02   1.4052431939e-11   2.0584839945e-14   2.5549373978e-20   7.4520274209e-01
   1.2000000000e-03   2.7757416303e-02   1.3853797492e+03  -1.8750682518e+05   2.5174401407e-01   9.7374275881e-06   1.5975375432e-06   1.5597324146e-04   1.1584461786e-01   3.8702993702e-04   4.7535333133e-02   6.5006035128e-06   9.9422905984e-24   8.4886412265e-25   4.7335211009e-22   2.1276862938e-22   5.0785795383e-04   9.2489515102e-02   2.6957916215e-11   3.1118460787e-14   5.9425746595e-20   7.4306145564e-01
   1.3600000000e-03   3.0320925920e-02   1.4665527048e+03  -2.0440561281e+05   2.3762291897e-01   1.3801302372e-05   2.5864713622e-06   2.1610835686e-04   1.0501469128e-01   5.6402336550e-04   5.1577547480e-02   6.1281282205e-06   4.3114871350e-23   3.5813455871e-24   1.3663240296e-21   5.0517937997e-22   6.7631148912e-04   1.0090769959e-01   4.9629098746e-11   5.3820090916e-14   1.4821856319e-19   7.4102148636e-01
   1.5200000000e-03   3.2782125654e-02   1.5408559574e+03  -2.2147898149e+05   2.2597831446e-01   1.9692289000e-05   3.9655685136e-06   2.8390341533e-04   9.4657686425e-02   7.7260225487e-04   5.5385824377e-02   5.8080353587e-06   1.8540580067e-22   1.4899994990e-23   4.1090941433e-21   1.4226815231e-21   9.2544850652e-04   1.0887606498e-01   8.9104307229e-11   1.0113274332e-13   3.8225946276e-19   7.3906862399e-01
   1.6800000000e-03   3.5151890599e-02   1.6087240047e+03  -2.3886058105e+05   2.1625569469e-01   2.7836190685e-05   5.8204775729e-06   3.5687626373e-04   8.4753636902e-02   1.0064113938e-03   5.8976943577e-02   5.5153819072e-06   7.6756063768e-22   5.9556513103e-23   1.2469012275e-20   4.9578899664e-21   1.2834468117e-03   1.1638657197e-01   1.5643820581e-10   1.9596075236e-13   9.7763146082e-19   7.3719732323e-01
   1.8400000000e-03   3.7438105052e-02   1.6704578254e+03  -2.5663946289e+05   2.0806756407e-01   3.8682180492e-05   8.2366588118e-06   4.3183441329e-04   7.5297870022e-02   1.2571681546e-03   6.2363013980e-02   5.2304589041e-06   3.0305101799e-21   2.2731818879e-22   3.8149196481e-20   2.3767548855e-20   1.7810196549e-03   1.2341633671e-01   2.6795621997e-10   3.7807982888e-13   2.4124125114e-18   7.3540022859e-01
   2.0000000000e-03   3.9646462239e-02   1.7262732799e+03  -2.7486370615e+05   2.0113382577e-01   5.2717658097e-05   1.1292325424e-05   5.0498051106e-04   6.6298002708e-02   1.5149790807e-03   6.5553347405e-02   4.9389240306e-06   1.1956341502e-20   8.7106952350e-22   1.2805828361e-19   1.6758888672e-19   2.4504867863e-03   1.2993339176e-01   4.4663299829e-10   7.1267842964e-13   5.6688917758e-18   7.3367624344e-01
   2.1600000000e-03   4.1781067592e-02   1.7763364587e+03  -2.9354124249e+05   1.9524597274e-01   7.0474924070e-05   1.5050289965e-05   5.7209799969e-04   5.7769447473e-02   1.7687536117e-03   6.8554555526e-02   4.6307099374e-06   5.8176034131e-20   4.1555013029e-21   6.1977294564e-19   1.6198145540e-18   3.3247556188e-03   1.3589890686e-01   7.2349016903e-10   1.3012874055e-12   1.2637227360e-17   7.3202094831e-01
   2.3200000000e-03   4.3844908358e-02   1.8207908302e+03  -3.1263780995e+05   1.9024455994e-01   9.2537224162e-05   1.9548537855e-05   6.2879898566e-04   4.9733244905e-02   2.0067102172e-03   7.1371917783e-02   4.2991152769e-06   5.0927554487e-19   3.5857146620e-20   5.6047675486e-18   1.9188563905e-17   4.4363942820e-03   1.4127180600e-01   1.1388284051e-09   2.2954403800e-12   2.6767451488e-17   7.3043512170e-01
   2.4800000000e-03   4.5840221653e-02   1.8597790418e+03  -3.3207108984e+05   1.8600442217e-01   1.1954705174e-04   2.4788162181e-05   6.7078171606e-04   4.2212811684e-02   2.2168392175e-03   7.4008976495e-02   3.9401864801e-06   7.7450323522e-18   5.3369868176e-19   7.8038919129e-17   2.5990287708e-16   5.8168448574e-03   1.4600951142e-01   1.7429288248e-09   3.9136805699e-12   5.4337051028e-17   7.2891558029e-01
   2.6400000000e-03   4.7768781873e-02   1.8934611814e+03  -3.5169933280e+05   1.8242455426e-01   1.5222372664e-04   3.0718130063e-05   6.9410685584e-04   3.5232726570e-02   2.3873509340e-03   7.6468664526e-02   3.5526150333e-06   1.4774768332e-16   9.9092275160e-18   1.3020894986e-15   3.8781935216e-15   7.4961298162e-03   1.5007095560e-01   2.5956592244e-09   6.4649150175e-12   1.1190661542e-16   7.2746394757e-01
   2.8000000000e-03   4.9632122181e-02   1.9220305777e+03  -3.7130211297e+05   1.7942086012e-01   1.9139084215e-04   3.7214260321e-05   6.9545906146e-04   2.8817053264e-02   2.5069802869e-03   7.8752611236e-02   3.1378117927e-06   3.0591848652e-15   1.9913496735e-16   2.3752392086e-14   6.2113287436e-14   9.5031020045e-03   1.5341474849e-01   3.7638833374e-09   1.0413347116e-11   3.5134313419e-16   7.2607792246e-01
