1_pos,2_posf,3_rho,4_dvisc,5_uvel,6_vvel,7_wvel,8_temp,9_mixf,10_chi,11_hr,12_y_H2,13_y_H,14_y_O,15_y_O2,16_y_OH,17_y_H2O,18_y_HO2,19_y_CH2,20_y_CH2(S),21_y_CH3,22_y_CH4,23_y_CO,24_y_CO2,25_y_HCO,26_y_CH2O,27_y_CH2OH,28_y_N2,29_enth,30_progVar,hr_queried,temp_queried,CO_queried,OH_queried,CO2_queried
-0.021714947966,-0.021892893239,0.21662981931,5.1360895227e-05,1.4979886442,-0.35049558972,-0.35049558972,1449.3203571,0.11717574844,0.048870264226,2897580.9635,0.0012984166216,2.3798276778e-07,9.4284281169e-08,0.021746108776,1.101627107e-06,0.10836701945,5.2272863507e-06,6.2842216337e-08,1.8151939211e-09,0.00044711841142,0.063387769936,0.032578851885,0.094949214394,5.0398388458e-08,0.00010708130544,2.5094208101e-09,0.67711164048,-1042653.2578,0.2371935023506,14936682.260669725,1437.5972924305934,0.03635171864138589,2.701306068810302e-06,0.089494059122698
-0.021363946613,-0.021537002693,0.21123959363,5.2406311373e-05,1.4613075,-0.31892507938,-0.31892507938,1488.7599039,0.11370658292,0.082097003649,3039074.3594,0.0013549090948,2.9203929883e-07,1.0172689448e-07,0.017757940386,1.4601512026e-06,0.11113730843,3.8891265593e-06,9.3282106478e-08,2.7158958138e-09,0.00048349805091,0.058435320357,0.033545847753,0.097415527889,5.0598385982e-08,9.1321393887e-05,3.7704502875e-09,0.67977243324,-1028191.0951,0.2434535931668,10797889.261822965,1498.542038307348,0.031164009404689587,2.7954579558271203e-06,0.09899275579115424
-0.02101544606,-0.021190890533,0.20615783917,5.3476862016e-05,1.4183737937,-0.28063566763,-0.28063566763,1528.6744541,0.10961165714,0.11093677327,3110044.0825,0.0014129858997,3.5933034353e-07,1.0860522515e-07,0.014151050113,1.9395373507e-06,0.11375728496,2.839582244e-06,1.3521637209e-07,3.9996096801e-09,0.0005151219698,0.052920736775,0.034485201985,0.099760838372,4.995019123e-08,7.816440351e-05,5.5032997606e-09,0.6829131738,-1010388.2289,0.2494163112167,6518066.856322504,1557.4409303730545,0.026803324464460487,3.013918319723144e-06,0.10740077132515823
-0.020654047412,-0.020840001587,0.20135723612,5.4570042464e-05,1.3708629354,-0.23651094487,-0.23651094487,1569.0149179,0.1049786117,0.12985291026,3078126.1854,0.0014742194764,4.4560956155e-07,1.1442300463e-07,0.010903357677,2.5892058738e-06,0.11622472146,2.0221797531e-06,1.9221706235e-07,5.81546223e-09,0.00054103563131,0.046927182601,0.035409890872,0.10198012021,4.8558748112e-08,6.7402996423e-05,7.8100557307e-09,0.68646664326,-989731.93469,0.2550889520184,2923226.635355588,1611.7569165848045,0.023842254552807265,3.5102029108102315e-06,0.1140835644949625
-0.020260582138,-0.020468093236,0.19679547065,5.569064992e-05,1.3197061376,-0.18651125837,-0.18651125837,1609.9529195,0.099817355263,0.1343700053,2905853.1172,0.0015399149891,5.608971185e-07,1.1855528787e-07,0.0080070048055,3.4951726919e-06,0.11854391857,1.3883745054e-06,2.6939884377e-07,8.3879828831e-09,0.00055973584686,0.040458651758,0.036343342824,0.10405743352,4.659368151e-08,5.885764418e-05,1.0831995441e-08,0.69042524184,-966287.72757,0.2604846099031,1102000.6682305061,1656.550671550905,0.023524474742983734,4.47716812395978e-06,0.11778667371775434
-0.019805688979,-0.02005307104,0.19244992678,5.6843199903e-05,1.2656585695,-0.12983553059,-0.12983553059,1651.5971458,0.094093825719,0.12092184815,2563656.8582,0.0016101528878,7.2210707539e-07,1.2032050848e-07,0.0054978817747,4.8089959691e-06,0.12070888351,9.0397558764e-07,3.729771927e-07,1.2022793093e-08,0.00056766153603,0.033486204866,0.037320820047,0.10593387239,4.4348372026e-08,5.242888819e-05,1.4739624621e-08,0.69481509461,-939826.85764,0.2655737288348,898159.3535068807,1691.6668332804118,0.025733268299452276,5.9840847813883415e-06,0.11870724450584841
-0.019189389411,-0.019558306918,0.18807069546,5.8106410868e-05,1.2061113201,-0.060059081274,-0.060059081274,1696.6167005,0.087310170286,0.078969864536,2073154.8924,0.0016853576147,9.804940289e-07,1.2093728044e-07,0.003366242066,7.0062437626e-06,0.12283021775,5.3387222033e-07,5.2044776473e-07,1.7527694374e-08,0.00055702189942,0.025467007414,0.038481040606,0.10753782493,4.2680126871e-08,4.7998933773e-05,2.0129768759e-08,0.70001804645,-907711.91937,0.2705344409007,444797.55942243757,1728.1854034912992,0.028678483574572866,8.374485342119528e-06,0.11878422234162785
-0.018418310664,-0.018820471904,0.18530685067,5.9009685089e-05,1.1631458035,0.0068824201105,0.0068824201105,1727.7708913,0.081649082648,0.02248124197,2230539.2668,0.0017139677574,1.2913123114e-06,1.5358933603e-07,0.0027229140374,9.8556487362e-06,0.12416352571,4.3923408487e-07,6.7886031447e-07,2.3779034303e-08,0.0005387727267,0.019110676749,0.039617001903,0.10771090303,4.863079428e-08,4.9713726798e-05,2.6026555468e-08,0.70436000728,-879089.27843,0.2732053984004,383569.0955918062,1757.6333211554295,0.030086871683376645,1.126128943679873e-05,0.11885781409701067
-0.017613950127,-0.018016149424,0.18573266258,5.903376335e-05,1.15502254,0.049613623474,0.049613623474,1726.395768,0.0797308059,0.00048714626262,4356304.7402,0.0016460785615,1.4832256252e-06,2.8461703544e-07,0.004326830949,1.189789195e-05,0.12404199976,7.8684594784e-07,8.4872418849e-07,3.0234881953e-08,0.00058623313636,0.017473212537,0.040285510441,0.10572837917,7.753891984e-08,6.5019403604e-05,3.3112432752e-08,0.70583129384,-865708.17078,0.2717019679325,2173355.3007337735,1763.038963611752,0.028891175171259047,1.4032341015412456e-05,0.1189057463008959
-0.016988490649,-0.01721175083,0.18973320357,5.8094955405e-05,1.1769506212,0.061625477906,0.061625477906,1689.2515451,0.081696027295,0.023952546976,7796257.8762,0.0015163855903,1.3447788817e-06,4.3574685721e-07,0.0083890402999,1.085234386e-05,0.1219804497,1.840993511e-06,8.5793421157e-07,3.0355748e-08,0.0006846071948,0.020786958368,0.03989272331,0.10231780726,1.2685015653e-07,9.2503132737e-05,3.4777183744e-08,0.70432400137,-869872.39454,0.26570736586029997,6725120.959340155,1730.1163105439102,0.02751128975522941,1.3728506693391793e-05,0.11635996053028493
