# L (m)  = 0.0027
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   6.7500000000e-06   2.7292576620e-03   3.1575288117e+02  -1.0777375117e+04   1.8518433034e-03   1.1107193057e+00   1.3739454576e-05   3.9274848588e-15   2.9760877471e-14   2.3095527669e-01   1.4128614197e-10   8.8069469230e-04   2.6855354976e-07   1.2516664458e-14   6.4794384593e-16   1.5236939280e-06   2.2800128353e-03   4.6223446116e-04   4.9517469538e-04   1.5789302007e-14   4.4154120250e-06   1.5685576520e-18   7.6490665937e-01
   2.0250000000e-05   7.8302779364e-03   3.4477134691e+02  -3.4485725556e+04   5.3098987163e-03   1.0124845372e+00   3.9397237629e-05   3.7538179126e-14   8.7219298386e-14   2.2713599522e-01   4.0633115607e-10   2.5252570192e-03   7.6987967003e-07   8.4797728236e-14   5.0524818701e-15   4.3648427304e-06   6.5421352101e-03   1.3253857328e-03   1.4198587268e-03   1.2590110667e-13   1.2658896775e-05   1.9850363509e-17   7.6099417682e-01
   3.3750000000e-05   1.2660987236e-02   3.7169495969e+02  -5.6937733568e+04   8.5771226011e-03   9.3501335182e-01   6.3642309301e-05   1.2656748717e-13   1.5430605356e-13   2.2352487872e-01   6.7230635196e-10   4.0790389724e-03   1.2439836840e-06   2.0115036992e-13   1.2913595763e-14   7.0393904637e-06   1.0580248530e-02   2.1408889835e-03   2.2935523359e-03   3.4101025596e-13   2.0443316361e-05   7.6511388680e-17   7.5728902279e-01
   4.7250000000e-05   1.7267780907e-02   3.9681839425e+02  -7.8349033851e+04   1.1682123306e-02   8.7215774813e-01   8.6688128540e-05   3.1233074662e-13   2.4750466550e-13   2.2008935430e-01   9.5886090215e-10   5.5556363390e-03   1.6961141986e-06   3.5614310966e-13   2.4159700223e-14   9.5676675796e-06   1.4433810332e-02   2.9158793273e-03   3.1239195110e-03   6.7905702247e-13   2.7835271689e-05   2.0218389619e-16   7.5375561204e-01
   6.0750000000e-05   2.1686794341e-02   4.2037358917e+02  -9.8887575249e+04   1.4647439549e-02   8.2000403429e-01   1.0870273841e-04   6.6713959936e-13   3.8962152052e-13   2.1680385643e-01   1.2798843824e-09   6.9657614081e-03   2.1307286720e-06   5.5267585481e-13   3.9138756465e-14   1.1966289411e-05   1.8133489659e-02   3.6559786988e-03   3.9169967032e-03   1.1738101960e-12   3.4887318466e-05   4.4125945789e-16   7.5036622874e-01
   7.4250000000e-05   2.5946622416e-02   4.4254630376e+02  -1.1868626007e+05   1.7491051374e-02   7.7593878724e-01   1.2982011850e-04   1.3093632140e-12   6.1445440143e-13   2.1364804418e-01   1.6405231217e-09   8.3179604009e-03   2.5515591593e-06   7.9433645108e-13   5.8205444022e-14   1.4248891193e-05   2.1703520374e-02   4.3656723240e-03   4.6775985304e-03   1.8669200116e-12   4.1641364994e-05   8.5473272285e-16   7.4709894061e-01
   8.7750000000e-05   3.0070231069e-02   4.6348773013e+02  -1.3785182862e+05   2.0227480175e-02   7.3814767432e-01   1.5014843085e-04   2.4188156070e-12   9.7385300927e-13   2.1060551926e-01   2.0379161758e-09   9.6191359339e-03   2.9617157500e-06   1.0819936243e-12   8.1478981285e-14   1.6426750199e-05   2.5163346112e-02   5.0485828948e-03   5.4096129153e-03   2.8013206898e-12   4.8131170223e-05   1.5219078724e-15   7.4393613277e-01
   1.0125000000e-04   3.4076315362e-02   4.8332272747e+02  -1.5647117119e+05   2.2868589634e-02   7.0532992087e-01   1.6977601450e-04   4.2517097950e-12   1.5473262419e-12   2.0766290036e-01   2.4638415248e-09   1.0874927507e-02   3.3637858349e-06   1.4131530970e-12   1.0877456941e-13   1.8509280246e-05   2.8528784174e-02   5.7076702455e-03   6.1162158663e-03   4.0180458919e-12   5.4384176624e-05   2.5427043221e-15   7.4086346612e-01
   1.1475000000e-04   3.7980279267e-02   5.0215575549e+02  -1.7461588184e+05   2.5424174407e-02   6.7652736252e-01   1.8877578661e-04   7.1540514875e-12   2.4544688833e-12   2.0480914708e-01   2.9076820493e-09   1.2089991204e-02   3.7599178392e-06   1.7827355961e-12   1.3965280766e-13   2.0504417671e-05   3.1812862579e-02   6.3453781375e-03   6.8000292789e-03   5.5561856813e-12   6.0422867493e-05   4.0423016641e-15   7.3786912580e-01
