# L (m)  = 0.2
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   5.0000000000e-04   1.6364834674e-03   3.0000013022e+02  -1.2486316860e+04   8.9988454577e-04   1.1700758199e+00   2.5330975402e-05   8.4951098827e-29  -3.8911000518e-23   2.3197118430e-01   1.6119678253e-23   3.4043314622e-04   2.0196537185e-09  -1.2529622265e-29   1.8668538640e-31   6.1560112246e-20   1.3841084730e-03   2.7694356986e-04   2.5717685428e-04  -5.3484638051e-31   3.4787378580e-09   2.3574588183e-31   7.6574481718e-01
   1.5000000000e-03   4.9120484077e-03   3.0000038868e+02  -4.1294450535e+04   2.7007558364e-03   1.1662751835e+00   7.6024484780e-05   5.9722694188e-28  -1.2409338841e-22   2.2991215589e-01   3.7922006617e-23   1.0217148179e-03   6.0611509236e-09   4.7284867122e-29   2.4239626556e-30   1.8491412111e-19   4.1546128994e-03   8.3117483937e-04   7.7184169438e-04   3.1566785652e-29   1.0439983231e-08   2.1423496151e-30   7.6323245887e-01
   2.5000000000e-03   8.1904103524e-03   3.0000064387e+02  -7.0119692964e+04   4.5021887616e-03   1.1624963340e+00   1.2673539355e-04   1.5267646481e-27  -2.7434786307e-22   2.2785207587e-01   5.7813784269e-23   1.7032042109e-03   1.0103061068e-08   2.6570238363e-28  -1.6115616306e-30   3.0868488007e-19   6.9277526076e-03   1.3855936494e-03   1.2866555077e-03   1.6345450396e-28   1.7401933621e-08   6.0062898491e-30   7.6071795526e-01
   3.5000000000e-03   1.1471769509e-02   3.0000089514e+02  -9.8958836666e+04   6.3036459243e-03   1.1587391145e+00   1.7744962593e-04   2.8985245707e-27  -9.0840134353e-23   2.2579128705e-01   7.8962565141e-23   2.3846948828e-03   1.4143617519e-08  -5.4718975597e-29  -1.9286646305e-30   4.3315222036e-19   9.7038757347e-03   1.9400443324e-03   1.8014570832e-03   4.3786904977e-30   2.4361541974e-08   1.1879435565e-29   7.5820115279e-01
   4.5000000000e-03   1.4756327698e-02   3.0000114188e+02  -1.2780870891e+05   8.1045934692e-03   1.1550033665e+00   2.2815319873e-04   4.8614585345e-27  -2.4385504683e-23   2.2373012932e-01   1.0021103477e-22   3.0659817523e-03   1.8181065414e-08  -6.9602125175e-28  -3.3802144521e-35   5.5848094278e-19   1.2483331056e-02   2.4943722444e-03   2.3160862737e-03  -3.5425814303e-28   3.1315781535e-08   1.9810619746e-29   7.5568189666e-01
   5.5000000000e-03   1.8044288309e-02   3.0000138355e+02  -1.5666617255e+05   9.9045012055e-03   1.1512889299e+00   2.7883222342e-04   7.1688715014e-27  -5.5347824507e-24   2.2166893954e-01   1.2285128772e-22   3.7468611496e-03   2.2213662649e-08   9.0368663940e-28   6.8953658230e-31   6.8464546155e-19   1.5266467911e-02   3.0484237916e-03   2.8303840409e-03   5.7533782412e-28   3.8261647561e-08   2.9849586040e-29   7.5316003087e-01
   6.5000000000e-03   2.1335856256e-02   3.0000161962e+02  -1.8552812682e+05   1.1702842725e-02   1.1475956434e+00   3.2947290825e-04   9.8554808556e-27  -1.0291904232e-24   2.1960805146e-01   1.4317492597e-22   4.4271308651e-03   2.6239680852e-08   8.5405829536e-33   1.5853493085e-38   8.1128809296e-19   1.8053636129e-02   3.6020464533e-03   3.3441924985e-03   8.6556180530e-29   4.5196158999e-08   4.2041668238e-29   7.5063539825e-01
   7.5000000000e-03   2.4631237938e-02   3.0000184963e+02  -2.1439150810e+05   1.3499095517e-02   1.1439233442e+00   3.8006156010e-04   1.3124357898e-26  -7.9356514450e-26   2.1754779565e-01   1.6461922310e-22   5.1065901963e-03   3.0257406326e-08   7.2547847927e-28   3.6128021179e-35   9.3855075202e-19   2.0845185961e-02   4.1550888066e-03   3.8573549543e-03   5.2859420151e-28   5.2116360115e-08   5.6432963229e-29   7.4810784050e-01
   8.5000000000e-03   2.7930641199e-02   3.0000207314e+02  -2.4325329069e+05   1.5292741078e-02   1.1402718683e+00   4.3058458641e-04   1.6700546573e-26   8.1495573788e-26   2.1548849943e-01   1.8632839562e-22   5.7850399932e-03   3.4265140967e-08   1.8504969269e-27   8.1816554869e-35   1.0662707919e-18   2.3641468009e-02   4.7074005480e-03   4.3697159506e-03   1.2007909028e-27   5.9019322087e-08   7.3066390957e-29   7.4557719820e-01
