# L (m)  = 0.8
# P (Pa) = 101325
#             001_x           002_mixf              003_T              004_h             005_pv        006_density             007_H2              008_H              009_O             010_O2             011_OH            012_H2O            013_HO2            014_CH2         015_CH2(S)            016_CH3            017_CH4             018_CO            019_CO2            020_HCO           021_CH2O          022_CH2OH             023_N2
                  0   0.0000000000e+00   3.0000000000e+02   1.9075768848e+03   0.0000000000e+00   1.1719839921e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   2.3300000000e-01   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   0.0000000000e+00   7.6700000000e-01
   2.0000000000e-03   1.5123085520e-03   3.0000000000e+02  -2.7944169014e+04   3.1127859777e-03   1.1691395279e+00   9.9222239785e-05   4.2035075403e-28  -8.0595076463e-26   2.3043122509e-01   2.2288915179e-23   1.1264768413e-03   2.3660195542e-09  -6.4921310803e-32   5.9808283302e-33   3.9896352222e-20   6.1592711367e-04   1.0011709590e-03   8.8591593767e-04   1.8818030240e-32   1.0884305566e-10   8.6915538161e-33   7.6584005934e-01
   6.0000000000e-03   4.5259828651e-03   3.0000000000e+02  -8.7407149487e+04   9.3129117958e-03   1.1635129495e+00   2.9689768898e-04   3.5758917986e-27  -1.2191316251e-24   2.2531444653e-01   6.3141776430e-23   3.3700773562e-03   7.0753677907e-09  -3.7069597573e-30   1.9785605055e-32   1.2139934519e-19   1.8440631270e-03   2.9956442922e-03   2.6502924584e-03  -1.1454926310e-30   3.2567225008e-10   7.9535757020e-32   7.6352857114e-01
   1.0000000000e-02   7.5292269795e-03   3.0000000000e+02  -1.4659164402e+05   1.5482910801e-02   1.1579617958e+00   4.9373738828e-04   9.8053287104e-27   1.1865886271e-25   2.2022185462e-01   1.0371825558e-22   5.6023475062e-03   1.1751904411e-08   5.6244624986e-30   1.7704300716e-33   2.0630616888e-19   3.0701393738e-03   4.9813622233e-03   4.4054636837e-03   7.3204708404e-30   5.4154518847e-10   2.2475178166e-31   7.6122508291e-01
   1.4000000000e-02   1.0522557226e-02   3.0000000000e+02  -2.0546101371e+05   2.1618257507e-02   1.1524852374e+00   6.8967712037e-04   1.9098790476e-26  -8.2954675226e-26   2.1515674736e-01   1.4389547556e-22   7.8213745603e-03   1.6385825576e-08  -1.0763022998e-30  -2.4688061554e-32   2.9445109484e-19   4.2957793785e-03   6.9574691604e-03   6.1497366657e-03   1.0681301201e-29   7.5636592019e-10   4.4799027161e-31   7.5892919861e-01
   1.8000000000e-02   1.3506474621e-02   3.0000000000e+02  -2.6397960947e+05   2.7714544167e-02   1.1470824532e+00   8.8465375465e-04   3.1445891829e-26  -2.7030832763e-25   2.1012233589e-01   1.8359796999e-22   1.0025297412e-02   2.0967636226e-08   1.0113650428e-30   3.6056413899e-32   3.8503536175e-19   5.5225640425e-03   8.9231268170e-03   7.8814661841e-03   2.5101015985e-29   9.7004032064e-10   7.5282250860e-31   7.5664053397e-01
   2.2000000000e-02   1.6481466024e-02   3.0000000000e+02  -3.2211282280e+05   3.3767484806e-02   1.1417526306e+00   1.0786051694e-03   4.6843880497e-26   3.8408266631e-25   2.0512174080e-01   2.2273562778e-22   1.2212308690e-02   2.5488171978e-08   5.0413044334e-30   2.5955297236e-37   4.7726880390e-19   6.7520321667e-03   1.0877513766e-02   9.5990571809e-03   4.9140981721e-29   1.1824759968e-09   1.1427345266e-30   7.5435871556e-01
   2.6000000000e-02   1.9448005270e-02   3.0000000000e+02  -3.7982713398e+05   3.9772919058e-02   1.1364949654e+00   1.2714701847e-03   6.5278766909e-26  -2.2976602533e-26   2.0015798869e-01   2.6122386374e-22   1.4380656762e-02   2.9938619371e-08   1.7552620077e-29   9.0315725912e-37   5.7059578985e-19   7.9856809637e-03   1.2819825072e-02   1.1300967038e-02   8.9343652402e-29   1.3935822046e-09   1.6211351116e-30   7.5208337996e-01
   3.0000000000e-02   2.2406554276e-02   3.0000000000e+02  -4.3709015723e+05   4.5726815807e-02   1.1313086616e+00   1.4631885043e-03   8.6742612737e-26  -1.9202783969e-25   1.9523400885e-01   2.9898194171e-22   1.6528647601e-02   3.4310534421e-08   1.5272074106e-29   7.8538061336e-37   6.6470567602e-19   9.2249665600e-03   1.4749272008e-02   1.2985707694e-02   1.3574315456e-28   1.6032697767e-09   2.1913320930e-30   7.4981417287e-01
   3.4000000000e-02   2.5357564120e-02   3.0000000000e+02  -4.9387068297e+05   5.1625276607e-02   1.1261929311e+00   1.6537006682e-03   1.1124582472e-25   4.0995311932e-25   1.9035263017e-01   3.3593183765e-22   1.8654646527e-02   3.8595859443e-08  -1.2561980438e-29  -6.4358684676e-37   7.5946155527e-19   1.0471304492e-02   1.6665081825e-02   1.4651847586e-02   1.8595980229e-28   1.8114510617e-09   2.8565371455e-30   7.4755074832e-01
   3.8000000000e-02   2.8301476090e-02   3.0000000000e+02  -5.5013871676e+05   5.7464538858e-02   1.1211469928e+00   1.8429480125e-03   1.3877763886e-25   6.0245685265e-27   1.8551657830e-01   3.7202168898e-22   2.0757079814e-02   4.2786938139e-08  -7.4358810649e-30  -3.8425994664e-37   8.5483194705e-19   1.1726070197e-02   1.8566497611e-02   1.6298013421e-02   2.7740904408e-28   2.0180398716e-09   3.6198582823e-30   7.4529276784e-01
   4.2000000000e-02   3.1238722697e-02   3.0000000000e+02  -6.0586551495e+05   6.3240978720e-02   1.1161700731e+00   2.0308726386e-03   1.6932489900e-25  -3.4828320872e-25   1.8072847298e-01   4.0717316277e-22   2.2834436139e-02   4.6876528919e-08  -1.1245771779e-29  -5.6141221755e-37   9.5082988600e-19   1.2990599505e-02   2.0452778183e-02   1.7922891760e-02   3.9099741076e-28   2.2229514389e-09   4.4842946853e-30   7.4303989969e-01
   4.6000000000e-02   3.4169728655e-02   3.0000000000e+02  -6.6102361690e+05   6.8951113765e-02   1.1112614043e+00   2.2174173898e-03   2.0291995315e-25   5.2061223825e-25   1.7599082570e-01   4.4133089939e-22   2.4885267893e-02   5.0857816461e-08   1.4780180356e-29   7.6536168574e-37   1.0475116430e-18   1.4266189125e-02   2.2323198057e-02   1.9525230425e-02   5.5407209376e-28   2.4261023827e-09   5.4527317055e-30   7.4079181812e-01
